"Step","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX"
"4979","60604.3984375","60604.3984375","60604.3984375","37547.8984375","37547.8984375","37547.8984375","60577.1484375","60577.1484375","60577.1484375","36392.59765625","36392.59765625","36392.59765625","59799.75","59799.75","59799.75","35248.5","35248.5","35248.5"
"5009","60664.84765625","60664.84765625","60664.84765625","37379.84765625","37379.84765625","37379.84765625","60673.25","60673.25","60673.25","36703","36703","36703","59929.84765625","59929.84765625","59929.84765625","34901.25","34901.25","34901.25"
"5039","60672.3984375","60672.3984375","60672.3984375","37290.30078125","37290.30078125","37290.30078125","60667.25","60667.25","60667.25","36782.6484375","36782.6484375","36782.6484375","59968.44921875","59968.44921875","59968.44921875","35589.34765625","35589.34765625","35589.34765625"
"5069","60690.796875","60690.796875","60690.796875","37536.30078125","37536.30078125","37536.30078125","60703.19921875","60703.19921875","60703.19921875","36970.94921875","36970.94921875","36970.94921875","59984.84765625","59984.84765625","59984.84765625","35416.69921875","35416.69921875","35416.69921875"
"5099","60596.19921875","60596.19921875","60596.19921875","37366.3984375","37366.3984375","37366.3984375","60663.75","60663.75","60663.75","36929.8984375","36929.8984375","36929.8984375","59802.8984375","59802.8984375","59802.8984375","35431","35431","35431"
"5129","60708.19921875","60708.19921875","60708.19921875","37453.19921875","37453.19921875","37453.19921875","60784.69921875","60784.69921875","60784.69921875","36874.59765625","36874.59765625","36874.59765625","60042.1484375","60042.1484375","60042.1484375","35345.05078125","35345.05078125","35345.05078125"
"5159","60683.046875","60683.046875","60683.046875","37496.84765625","37496.84765625","37496.84765625","60647","60647","60647","36857.8984375","36857.8984375","36857.8984375","59876.75","59876.75","59876.75","35051.1484375","35051.1484375","35051.1484375"
"5189","60694.44921875","60694.44921875","60694.44921875","37363.69921875","37363.69921875","37363.69921875","60533.59765625","60533.59765625","60533.59765625","36275.59765625","36275.59765625","36275.59765625","59918.6484375","59918.6484375","59918.6484375","35114.59765625","35114.59765625","35114.59765625"
"5219","60705.94921875","60705.94921875","60705.94921875","37450.69921875","37450.69921875","37450.69921875","60643.5","60643.5","60643.5","36070.34765625","36070.34765625","36070.34765625","59893.34765625","59893.34765625","59893.34765625","35420.59765625","35420.59765625","35420.59765625"
"5249","60760","60760","60760","37680.09765625","37680.09765625","37680.09765625","60611.796875","60611.796875","60611.796875","36809.59765625","36809.59765625","36809.59765625","60007.296875","60007.296875","60007.296875","35650.80078125","35650.80078125","35650.80078125"
"5279","60656.75","60656.75","60656.75","37407.59765625","37407.59765625","37407.59765625","60645.6484375","60645.6484375","60645.6484375","36568.59765625","36568.59765625","36568.59765625","60015.5","60015.5","60015.5","35416.69921875","35416.69921875","35416.69921875"
"5309","60743.94921875","60743.94921875","60743.94921875","37401.94921875","37401.94921875","37401.94921875","60748.19921875","60748.19921875","60748.19921875","36731.69921875","36731.69921875","36731.69921875","59881.84765625","59881.84765625","59881.84765625","35616.5","35616.5","35616.5"
"5339","60575.69921875","60575.69921875","60575.69921875","37120.25","37120.25","37120.25","60516.94921875","60516.94921875","60516.94921875","36240.1484375","36240.1484375","36240.1484375","59791.8984375","59791.8984375","59791.8984375","35514.34765625","35514.34765625","35514.34765625"
"5369","60614.44921875","60614.44921875","60614.44921875","37300.1484375","37300.1484375","37300.1484375","60596.25","60596.25","60596.25","36243.55078125","36243.55078125","36243.55078125","59908.3984375","59908.3984375","59908.3984375","35381.80078125","35381.80078125","35381.80078125"
"5399","60775.84765625","60775.84765625","60775.84765625","37393.3984375","37393.3984375","37393.3984375","60670.84765625","60670.84765625","60670.84765625","36616.75","36616.75","36616.75","59907","59907","59907","35487.25","35487.25","35487.25"
"5429","60717.09765625","60717.09765625","60717.09765625","37459.59765625","37459.59765625","37459.59765625","60621.59765625","60621.59765625","60621.59765625","36500.1484375","36500.1484375","36500.1484375","59990.6484375","59990.6484375","59990.6484375","35355.84765625","35355.84765625","35355.84765625"
"5459","60675.25","60675.25","60675.25","37373.34765625","37373.34765625","37373.34765625","60698.69921875","60698.69921875","60698.69921875","36925.19921875","36925.19921875","36925.19921875","59899.19921875","59899.19921875","59899.19921875","35136.6484375","35136.6484375","35136.6484375"
"5489","60638.59765625","60638.59765625","60638.59765625","37409","37409","37409","60534.69921875","60534.69921875","60534.69921875","36495.8984375","36495.8984375","36495.8984375","59802.796875","59802.796875","59802.796875","35359.69921875","35359.69921875","35359.69921875"
"5519","60542.296875","60542.296875","60542.296875","37429.6484375","37429.6484375","37429.6484375","60419.59765625","60419.59765625","60419.59765625","36326.05078125","36326.05078125","36326.05078125","59853.6484375","59853.6484375","59853.6484375","35505.55078125","35505.55078125","35505.55078125"
"5549","60675.296875","60675.296875","60675.296875","37296.80078125","37296.80078125","37296.80078125","60623.046875","60623.046875","60623.046875","36313.80078125","36313.80078125","36313.80078125","59899.84765625","59899.84765625","59899.84765625","35204.19921875","35204.19921875","35204.19921875"
"5579","60658.796875","60658.796875","60658.796875","37230.59765625","37230.59765625","37230.59765625","60568.296875","60568.296875","60568.296875","36492.3984375","36492.3984375","36492.3984375","59843.6484375","59843.6484375","59843.6484375","35148.3984375","35148.3984375","35148.3984375"
"5609","60701.09765625","60701.09765625","60701.09765625","37355.1484375","37355.1484375","37355.1484375","60663.5","60663.5","60663.5","36556.34765625","36556.34765625","36556.34765625","59909.75","59909.75","59909.75","35081.1484375","35081.1484375","35081.1484375"
"5639","60640.8984375","60640.8984375","60640.8984375","37204.1484375","37204.1484375","37204.1484375","60613.34765625","60613.34765625","60613.34765625","36662.30078125","36662.30078125","36662.30078125","59792.6484375","59792.6484375","59792.6484375","35091.05078125","35091.05078125","35091.05078125"
"5669","60739.296875","60739.296875","60739.296875","37488.8984375","37488.8984375","37488.8984375","60574.59765625","60574.59765625","60574.59765625","36683.6484375","36683.6484375","36683.6484375","60016","60016","60016","35405.05078125","35405.05078125","35405.05078125"
"5699","60736","60736","60736","37452.80078125","37452.80078125","37452.80078125","60558.046875","60558.046875","60558.046875","35950.8984375","35950.8984375","35950.8984375","60032.6484375","60032.6484375","60032.6484375","35064.69921875","35064.69921875","35064.69921875"
"5729","60780.09765625","60780.09765625","60780.09765625","37315.75","37315.75","37315.75","60601.19921875","60601.19921875","60601.19921875","36655.55078125","36655.55078125","36655.55078125","60059.44921875","60059.44921875","60059.44921875","35025.3984375","35025.3984375","35025.3984375"
"5759","60662.75","60662.75","60662.75","37212.19921875","37212.19921875","37212.19921875","60636","60636","60636","36250.34765625","36250.34765625","36250.34765625","60018.94921875","60018.94921875","60018.94921875","35252.05078125","35252.05078125","35252.05078125"
"5789","60674.796875","60674.796875","60674.796875","37289.30078125","37289.30078125","37289.30078125","60677.59765625","60677.59765625","60677.59765625","36623.75","36623.75","36623.75","59904.5","59904.5","59904.5","34734.84765625","34734.84765625","34734.84765625"
"5819","60700.94921875","60700.94921875","60700.94921875","37290.55078125","37290.55078125","37290.55078125","60541.34765625","60541.34765625","60541.34765625","36444.05078125","36444.05078125","36444.05078125","59823.44921875","59823.44921875","59823.44921875","35414.55078125","35414.55078125","35414.55078125"
"5849","60749.09765625","60749.09765625","60749.09765625","37287.3984375","37287.3984375","37287.3984375","60554.19921875","60554.19921875","60554.19921875","36370.09765625","36370.09765625","36370.09765625","59777.5","59777.5","59777.5","34875.69921875","34875.69921875","34875.69921875"
"5879","60645.69921875","60645.69921875","60645.69921875","37331.30078125","37331.30078125","37331.30078125","60544.296875","60544.296875","60544.296875","37136.80078125","37136.80078125","37136.80078125","59659.59765625","59659.59765625","59659.59765625","35400.75","35400.75","35400.75"
"5909","60723.6484375","60723.6484375","60723.6484375","37390.44921875","37390.44921875","37390.44921875","60561.3984375","60561.3984375","60561.3984375","36844.25","36844.25","36844.25","59980.8984375","59980.8984375","59980.8984375","35255.30078125","35255.30078125","35255.30078125"
"5939","60528.69921875","60528.69921875","60528.69921875","37224.34765625","37224.34765625","37224.34765625","60551.09765625","60551.09765625","60551.09765625","36315.75","36315.75","36315.75","59975.84765625","59975.84765625","59975.84765625","35028","35028","35028"
"5969","60736.5","60736.5","60736.5","37304.25","37304.25","37304.25","60656.5","60656.5","60656.5","36893.84765625","36893.84765625","36893.84765625","59973.1484375","59973.1484375","59973.1484375","35296","35296","35296"
"5999","60697.34765625","60697.34765625","60697.34765625","37306.80078125","37306.80078125","37306.80078125","60681","60681","60681","36754","36754","36754","59894.296875","59894.296875","59894.296875","35015.94921875","35015.94921875","35015.94921875"
"6029","60462.25","60462.25","60462.25","36823.19921875","36823.19921875","36823.19921875","60529.19921875","60529.19921875","60529.19921875","36413.5","36413.5","36413.5","59812.34765625","59812.34765625","59812.34765625","35502.25","35502.25","35502.25"
"6059","60702.8984375","60702.8984375","60702.8984375","37109.75","37109.75","37109.75","60585.796875","60585.796875","60585.796875","36487.1484375","36487.1484375","36487.1484375","59864","59864","59864","35078.34765625","35078.34765625","35078.34765625"
"6089","60680.59765625","60680.59765625","60680.59765625","37231.05078125","37231.05078125","37231.05078125","60591.34765625","60591.34765625","60591.34765625","36363.44921875","36363.44921875","36363.44921875","59906.19921875","59906.19921875","59906.19921875","35240.84765625","35240.84765625","35240.84765625"
"6119","60512.09765625","60512.09765625","60512.09765625","37073","37073","37073","60497.296875","60497.296875","60497.296875","36241.8984375","36241.8984375","36241.8984375","59667.34765625","59667.34765625","59667.34765625","35009.59765625","35009.59765625","35009.59765625"
"6149","60723.25","60723.25","60723.25","37111.44921875","37111.44921875","37111.44921875","60506.19921875","60506.19921875","60506.19921875","36718.09765625","36718.09765625","36718.09765625","59840.34765625","59840.34765625","59840.34765625","35239.80078125","35239.80078125","35239.80078125"
"6179","60568.84765625","60568.84765625","60568.84765625","37116.25","37116.25","37116.25","60622.5","60622.5","60622.5","36594.1484375","36594.1484375","36594.1484375","59900.84765625","59900.84765625","59900.84765625","35135.34765625","35135.34765625","35135.34765625"
"6209","60645.796875","60645.796875","60645.796875","37350.75","37350.75","37350.75","60523.75","60523.75","60523.75","36436.69921875","36436.69921875","36436.69921875","59887.75","59887.75","59887.75","34854.34765625","34854.34765625","34854.34765625"
"6239","60633","60633","60633","37336.5","37336.5","37336.5","60634.19921875","60634.19921875","60634.19921875","36652.55078125","36652.55078125","36652.55078125","59932.546875","59932.546875","59932.546875","35301.55078125","35301.55078125","35301.55078125"
"6269","60732.6484375","60732.6484375","60732.6484375","37325.09765625","37325.09765625","37325.09765625","60647.09765625","60647.09765625","60647.09765625","36405.80078125","36405.80078125","36405.80078125","60055.296875","60055.296875","60055.296875","35162.30078125","35162.30078125","35162.30078125"
"6299","60676.09765625","60676.09765625","60676.09765625","37461.80078125","37461.80078125","37461.80078125","60649.796875","60649.796875","60649.796875","37050.5","37050.5","37050.5","60120.34765625","60120.34765625","60120.34765625","34987.3984375","34987.3984375","34987.3984375"
"6329","60634.19921875","60634.19921875","60634.19921875","37340.59765625","37340.59765625","37340.59765625","60688.1484375","60688.1484375","60688.1484375","37001.1484375","37001.1484375","37001.1484375","59994.1484375","59994.1484375","59994.1484375","35000.75","35000.75","35000.75"
"6359","60701","60701","60701","37291.1484375","37291.1484375","37291.1484375","60603.69921875","60603.69921875","60603.69921875","35769.1484375","35769.1484375","35769.1484375","60079.44921875","60079.44921875","60079.44921875","35004.8984375","35004.8984375","35004.8984375"
"6389","60678.75","60678.75","60678.75","37335.44921875","37335.44921875","37335.44921875","60578.1484375","60578.1484375","60578.1484375","36370.6484375","36370.6484375","36370.6484375","60027.75","60027.75","60027.75","34871.94921875","34871.94921875","34871.94921875"
"6419","60723.046875","60723.046875","60723.046875","37290.5","37290.5","37290.5","60543.59765625","60543.59765625","60543.59765625","36546.75","36546.75","36546.75","59770","59770","59770","34961.1484375","34961.1484375","34961.1484375"
"6449","60729.8984375","60729.8984375","60729.8984375","37249.05078125","37249.05078125","37249.05078125","60622.796875","60622.796875","60622.796875","36342","36342","36342","59947.94921875","59947.94921875","59947.94921875","34857.25","34857.25","34857.25"
"6479","60582.3984375","60582.3984375","60582.3984375","37087.55078125","37087.55078125","37087.55078125","60424.3984375","60424.3984375","60424.3984375","35974.69921875","35974.69921875","35974.69921875","59558.34765625","59558.34765625","59558.34765625","35136.3984375","35136.3984375","35136.3984375"
"6509","60722.09765625","60722.09765625","60722.09765625","37243.6484375","37243.6484375","37243.6484375","60653.84765625","60653.84765625","60653.84765625","35909.5","35909.5","35909.5","59497.44921875","59497.44921875","59497.44921875","34161.44921875","34161.44921875","34161.44921875"
"6539","60626.09765625","60626.09765625","60626.09765625","37006.3984375","37006.3984375","37006.3984375","60576.34765625","60576.34765625","60576.34765625","36480.19921875","36480.19921875","36480.19921875","59728.25","59728.25","59728.25","34937.1484375","34937.1484375","34937.1484375"
"6569","60561.546875","60561.546875","60561.546875","36968.84765625","36968.84765625","36968.84765625","60618.25","60618.25","60618.25","36178.30078125","36178.30078125","36178.30078125","59815.44921875","59815.44921875","59815.44921875","35347.84765625","35347.84765625","35347.84765625"
"6599","60640","60640","60640","37297.19921875","37297.19921875","37297.19921875","60713.34765625","60713.34765625","60713.34765625","36011.84765625","36011.84765625","36011.84765625","59908.5","59908.5","59908.5","34986.34765625","34986.34765625","34986.34765625"
"6629","60629.94921875","60629.94921875","60629.94921875","37367.8984375","37367.8984375","37367.8984375","60529.59765625","60529.59765625","60529.59765625","35909.05078125","35909.05078125","35909.05078125","59763.046875","59763.046875","59763.046875","35032.75","35032.75","35032.75"
"6659","60613.44921875","60613.44921875","60613.44921875","37202.34765625","37202.34765625","37202.34765625","60676.19921875","60676.19921875","60676.19921875","36412.30078125","36412.30078125","36412.30078125","59722.34765625","59722.34765625","59722.34765625","35012.3984375","35012.3984375","35012.3984375"
"6689","60670.69921875","60670.69921875","60670.69921875","37028.19921875","37028.19921875","37028.19921875","60603.59765625","60603.59765625","60603.59765625","36583.19921875","36583.19921875","36583.19921875","59675.34765625","59675.34765625","59675.34765625","34648.25","34648.25","34648.25"
"6719","60757.3984375","60757.3984375","60757.3984375","37162.84765625","37162.84765625","37162.84765625","60762.8984375","60762.8984375","60762.8984375","36660.69921875","36660.69921875","36660.69921875","59758.59765625","59758.59765625","59758.59765625","34701.30078125","34701.30078125","34701.30078125"
"6749","60670.75","60670.75","60670.75","37145.94921875","37145.94921875","37145.94921875","60680.046875","60680.046875","60680.046875","36437.75","36437.75","36437.75","59747.796875","59747.796875","59747.796875","34905.6484375","34905.6484375","34905.6484375"
"6779","60720.796875","60720.796875","60720.796875","37289.30078125","37289.30078125","37289.30078125","60567.94921875","60567.94921875","60567.94921875","36426.6484375","36426.6484375","36426.6484375","59813.546875","59813.546875","59813.546875","34730.84765625","34730.84765625","34730.84765625"
"6809","60688.19921875","60688.19921875","60688.19921875","37096.3984375","37096.3984375","37096.3984375","60668.59765625","60668.59765625","60668.59765625","36647.6484375","36647.6484375","36647.6484375","59907.09765625","59907.09765625","59907.09765625","35062.5","35062.5","35062.5"
"6839","60618.8984375","60618.8984375","60618.8984375","37088.30078125","37088.30078125","37088.30078125","60536.3984375","60536.3984375","60536.3984375","36388.94921875","36388.94921875","36388.94921875","59920.6484375","59920.6484375","59920.6484375","35275.34765625","35275.34765625","35275.34765625"
"6869","60649.84765625","60649.84765625","60649.84765625","37083.25","37083.25","37083.25","60597.09765625","60597.09765625","60597.09765625","36147.6484375","36147.6484375","36147.6484375","59803.046875","59803.046875","59803.046875","34925.05078125","34925.05078125","34925.05078125"
"6899","60695.59765625","60695.59765625","60695.59765625","37279.1484375","37279.1484375","37279.1484375","60515.8984375","60515.8984375","60515.8984375","36498.59765625","36498.59765625","36498.59765625","59809.046875","59809.046875","59809.046875","35199.69921875","35199.69921875","35199.69921875"
"6929","60632.296875","60632.296875","60632.296875","36956.5","36956.5","36956.5","60662.69921875","60662.69921875","60662.69921875","36748.80078125","36748.80078125","36748.80078125","59754.6484375","59754.6484375","59754.6484375","35056.6484375","35056.6484375","35056.6484375"
"6959","60678.34765625","60678.34765625","60678.34765625","37121.6484375","37121.6484375","37121.6484375","60544.046875","60544.046875","60544.046875","36791","36791","36791","59624.84765625","59624.84765625","59624.84765625","34836.75","34836.75","34836.75"
"6989","60686.1484375","60686.1484375","60686.1484375","37141.09765625","37141.09765625","37141.09765625","60436.59765625","60436.59765625","60436.59765625","36681.44921875","36681.44921875","36681.44921875","59770.75","59770.75","59770.75","34746.84765625","34746.84765625","34746.84765625"
"7019","60719.796875","60719.796875","60719.796875","37278.44921875","37278.44921875","37278.44921875","60597.5","60597.5","60597.5","36623.05078125","36623.05078125","36623.05078125","59680.09765625","59680.09765625","59680.09765625","35229.30078125","35229.30078125","35229.30078125"
"7049","60622.296875","60622.296875","60622.296875","37096","37096","37096","60515.8984375","60515.8984375","60515.8984375","36658.5","36658.5","36658.5","59825.3984375","59825.3984375","59825.3984375","35484.75","35484.75","35484.75"
"7079","60647.5","60647.5","60647.5","37133.5","37133.5","37133.5","60560.09765625","60560.09765625","60560.09765625","36765.55078125","36765.55078125","36765.55078125","59886.44921875","59886.44921875","59886.44921875","35533.44921875","35533.44921875","35533.44921875"
"7109","60609.546875","60609.546875","60609.546875","37055.69921875","37055.69921875","37055.69921875","60279.19921875","60279.19921875","60279.19921875","36038.30078125","36038.30078125","36038.30078125","59684.84765625","59684.84765625","59684.84765625","34731.69921875","34731.69921875","34731.69921875"
"7139","60539.44921875","60539.44921875","60539.44921875","37039.94921875","37039.94921875","37039.94921875","60300.8984375","60300.8984375","60300.8984375","36599.1484375","36599.1484375","36599.1484375","59702.1484375","59702.1484375","59702.1484375","34971.19921875","34971.19921875","34971.19921875"
"7169","60665.3984375","60665.3984375","60665.3984375","36961.5","36961.5","36961.5","60326.296875","60326.296875","60326.296875","36859.30078125","36859.30078125","36859.30078125","59756.25","59756.25","59756.25","35459.44921875","35459.44921875","35459.44921875"
"7199","60613.25","60613.25","60613.25","37182.75","37182.75","37182.75","60411.59765625","60411.59765625","60411.59765625","35977.75","35977.75","35977.75","59453.25","59453.25","59453.25","34350.8984375","34350.8984375","34350.8984375"
"7229","60646.34765625","60646.34765625","60646.34765625","37138.55078125","37138.55078125","37138.55078125","60581.046875","60581.046875","60581.046875","36870.5","36870.5","36870.5","59809.94921875","59809.94921875","59809.94921875","34930.84765625","34930.84765625","34930.84765625"
"7259","60500.1484375","60500.1484375","60500.1484375","36919","36919","36919","60357.75","60357.75","60357.75","36386.5","36386.5","36386.5","59528.19921875","59528.19921875","59528.19921875","34740.05078125","34740.05078125","34740.05078125"
"7289","60664.796875","60664.796875","60664.796875","37059.69921875","37059.69921875","37059.69921875","60538.94921875","60538.94921875","60538.94921875","36582.05078125","36582.05078125","36582.05078125","59716.3984375","59716.3984375","59716.3984375","34838.8984375","34838.8984375","34838.8984375"
"7319","60573.546875","60573.546875","60573.546875","37087.8984375","37087.8984375","37087.8984375","60418.09765625","60418.09765625","60418.09765625","36525.05078125","36525.05078125","36525.05078125","59658.75","59658.75","59658.75","35449.30078125","35449.30078125","35449.30078125"
"7349","60649.19921875","60649.19921875","60649.19921875","37074.55078125","37074.55078125","37074.55078125","60427.09765625","60427.09765625","60427.09765625","36764.80078125","36764.80078125","36764.80078125","59758.34765625","59758.34765625","59758.34765625","34903.19921875","34903.19921875","34903.19921875"
"7379","60749.6484375","60749.6484375","60749.6484375","37149.05078125","37149.05078125","37149.05078125","60429.6484375","60429.6484375","60429.6484375","36251.6484375","36251.6484375","36251.6484375","59845.6484375","59845.6484375","59845.6484375","34815.8984375","34815.8984375","34815.8984375"
"7409","60552.046875","60552.046875","60552.046875","36971.34765625","36971.34765625","36971.34765625","60401.046875","60401.046875","60401.046875","36612.5","36612.5","36612.5","59707.44921875","59707.44921875","59707.44921875","35391.5","35391.5","35391.5"
"7439","60646.19921875","60646.19921875","60646.19921875","37017.25","37017.25","37017.25","60437.3984375","60437.3984375","60437.3984375","36961.44921875","36961.44921875","36961.44921875","59860.59765625","59860.59765625","59860.59765625","35452","35452","35452"
"7469","60658.3984375","60658.3984375","60658.3984375","37005.84765625","37005.84765625","37005.84765625","60422.296875","60422.296875","60422.296875","36458.25","36458.25","36458.25","59790.09765625","59790.09765625","59790.09765625","34825.8984375","34825.8984375","34825.8984375"
"7499","60696.5","60696.5","60696.5","37131.1484375","37131.1484375","37131.1484375","60489.75","60489.75","60489.75","36760.44921875","36760.44921875","36760.44921875","59803.84765625","59803.84765625","59803.84765625","34783.8984375","34783.8984375","34783.8984375"
"7529","60558","60558","60558","36910.25","36910.25","36910.25","60316.3984375","60316.3984375","60316.3984375","36040.1484375","36040.1484375","36040.1484375","59792.94921875","59792.94921875","59792.94921875","34761.6484375","34761.6484375","34761.6484375"
"7559","60672","60672","60672","36982.80078125","36982.80078125","36982.80078125","60260.5","60260.5","60260.5","36376","36376","36376","59736.3984375","59736.3984375","59736.3984375","34721.34765625","34721.34765625","34721.34765625"
"7589","60664.19921875","60664.19921875","60664.19921875","37346.25","37346.25","37346.25","60320.09765625","60320.09765625","60320.09765625","36245.55078125","36245.55078125","36245.55078125","59648.796875","59648.796875","59648.796875","34988.30078125","34988.30078125","34988.30078125"
"7619","60733","60733","60733","37112.94921875","37112.94921875","37112.94921875","60432.546875","60432.546875","60432.546875","36751.25","36751.25","36751.25","59915.75","59915.75","59915.75","34667.1484375","34667.1484375","34667.1484375"
"7649","60686.34765625","60686.34765625","60686.34765625","36805.1484375","36805.1484375","36805.1484375","60476.84765625","60476.84765625","60476.84765625","36450.30078125","36450.30078125","36450.30078125","59850.69921875","59850.69921875","59850.69921875","34500.19921875","34500.19921875","34500.19921875"
"7679","60632.34765625","60632.34765625","60632.34765625","36925.34765625","36925.34765625","36925.34765625","60269.69921875","60269.69921875","60269.69921875","36171.6484375","36171.6484375","36171.6484375","59349.94921875","59349.94921875","59349.94921875","34326","34326","34326"
"7709","60599.34765625","60599.34765625","60599.34765625","36576.1484375","36576.1484375","36576.1484375","60237.1484375","60237.1484375","60237.1484375","36342.69921875","36342.69921875","36342.69921875","59179.19921875","59179.19921875","59179.19921875","34262.84765625","34262.84765625","34262.84765625"
"7739","60609.3984375","60609.3984375","60609.3984375","36673.3984375","36673.3984375","36673.3984375","60415.296875","60415.296875","60415.296875","36661.5","36661.5","36661.5","59453.09765625","59453.09765625","59453.09765625","34871.3984375","34871.3984375","34871.3984375"
"7769","60737","60737","60737","37099.30078125","37099.30078125","37099.30078125","60302.796875","60302.796875","60302.796875","36190.55078125","36190.55078125","36190.55078125","59620.69921875","59620.69921875","59620.69921875","35137.34765625","35137.34765625","35137.34765625"
"7799","60639.6484375","60639.6484375","60639.6484375","36891.5","36891.5","36891.5","60460.8984375","60460.8984375","60460.8984375","36276","36276","36276","59681.59765625","59681.59765625","59681.59765625","34641.94921875","34641.94921875","34641.94921875"
"7829","60736.44921875","60736.44921875","60736.44921875","36920.8984375","36920.8984375","36920.8984375","60461.3984375","60461.3984375","60461.3984375","36797.75","36797.75","36797.75","59655.34765625","59655.34765625","59655.34765625","34933.25","34933.25","34933.25"
"7859","60619.25","60619.25","60619.25","36967.44921875","36967.44921875","36967.44921875","60336.34765625","60336.34765625","60336.34765625","36463.05078125","36463.05078125","36463.05078125","59678.796875","59678.796875","59678.796875","35067.75","35067.75","35067.75"
"7889","60636.19921875","60636.19921875","60636.19921875","36881.19921875","36881.19921875","36881.19921875","60380.796875","60380.796875","60380.796875","36661.34765625","36661.34765625","36661.34765625","59631.69921875","59631.69921875","59631.69921875","35071.94921875","35071.94921875","35071.94921875"
"7919","60627.796875","60627.796875","60627.796875","36934.6484375","36934.6484375","36934.6484375","60336.796875","60336.796875","60336.796875","36264.1484375","36264.1484375","36264.1484375","59531.94921875","59531.94921875","59531.94921875","34876.3984375","34876.3984375","34876.3984375"
"7949","60453.5","60453.5","60453.5","36850.05078125","36850.05078125","36850.05078125","60305.44921875","60305.44921875","60305.44921875","36158.80078125","36158.80078125","36158.80078125","59481.69921875","59481.69921875","59481.69921875","34498.5","34498.5","34498.5"
"7979","60683.6484375","60683.6484375","60683.6484375","36940.75","36940.75","36940.75","60365.296875","60365.296875","60365.296875","36446.69921875","36446.69921875","36446.69921875","59574.25","59574.25","59574.25","34445.05078125","34445.05078125","34445.05078125"
"8009","60624","60624","60624","37058.19921875","37058.19921875","37058.19921875","60391.046875","60391.046875","60391.046875","36681.05078125","36681.05078125","36681.05078125","59352.25","59352.25","59352.25","34640.84765625","34640.84765625","34640.84765625"
"8039","60663.84765625","60663.84765625","60663.84765625","37041.34765625","37041.34765625","37041.34765625","60411.84765625","60411.84765625","60411.84765625","36364.30078125","36364.30078125","36364.30078125","59348.796875","59348.796875","59348.796875","34511.44921875","34511.44921875","34511.44921875"
"8069","60634.546875","60634.546875","60634.546875","37198.80078125","37198.80078125","37198.80078125","60170.34765625","60170.34765625","60170.34765625","36311.19921875","36311.19921875","36311.19921875","59430.546875","59430.546875","59430.546875","34895.8984375","34895.8984375","34895.8984375"
"8099","60641.19921875","60641.19921875","60641.19921875","36840.34765625","36840.34765625","36840.34765625","60364.59765625","60364.59765625","60364.59765625","36279.94921875","36279.94921875","36279.94921875","59643.44921875","59643.44921875","59643.44921875","34741.75","34741.75","34741.75"
"8129","60739.75","60739.75","60739.75","37131.6484375","37131.6484375","37131.6484375","60342.09765625","60342.09765625","60342.09765625","36338.84765625","36338.84765625","36338.84765625","59711.6484375","59711.6484375","59711.6484375","35175.1484375","35175.1484375","35175.1484375"
"8159","60624.1484375","60624.1484375","60624.1484375","36954.34765625","36954.34765625","36954.34765625","60326.1484375","60326.1484375","60326.1484375","36501.25","36501.25","36501.25","59528.6484375","59528.6484375","59528.6484375","35079.94921875","35079.94921875","35079.94921875"
"8189","60618","60618","60618","37011.55078125","37011.55078125","37011.55078125","60283.6484375","60283.6484375","60283.6484375","36193.34765625","36193.34765625","36193.34765625","59415.19921875","59415.19921875","59415.19921875","33453.55078125","33453.55078125","33453.55078125"
"8219","60623.25","60623.25","60623.25","36955.55078125","36955.55078125","36955.55078125","60323.3984375","60323.3984375","60323.3984375","36730.94921875","36730.94921875","36730.94921875","59590.546875","59590.546875","59590.546875","34455.3984375","34455.3984375","34455.3984375"
"8249","60605.796875","60605.796875","60605.796875","37043.59765625","37043.59765625","37043.59765625","60360.8984375","60360.8984375","60360.8984375","36203.25","36203.25","36203.25","59656.1484375","59656.1484375","59656.1484375","34496.19921875","34496.19921875","34496.19921875"
"8279","60705.1484375","60705.1484375","60705.1484375","36999.1484375","36999.1484375","36999.1484375","60288.3984375","60288.3984375","60288.3984375","36666","36666","36666","59454.19921875","59454.19921875","59454.19921875","34765.80078125","34765.80078125","34765.80078125"
