"Step","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer0_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer0_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer10_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer10_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss__MIN","layer5_residual_mid_gpt2_jumprelu - losses/l0_loss__MAX","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss__MIN","layer5_residual_mid_gpt2_singular_fisher - losses/l0_loss__MAX"
"3179","60686.046875","60686.046875","60686.046875","37928.05078125","37928.05078125","37928.05078125","60651.09765625","60651.09765625","60651.09765625","35479.09765625","35479.09765625","35479.09765625","60157.09765625","60157.09765625","60157.09765625","35724.44921875","35724.44921875","35724.44921875"
"3209","60717.44921875","60717.44921875","60717.44921875","37875.75","37875.75","37875.75","60585.25","60585.25","60585.25","36049.09765625","36049.09765625","36049.09765625","60276.796875","60276.796875","60276.796875","35931.30078125","35931.30078125","35931.30078125"
"3239","60598.8984375","60598.8984375","60598.8984375","37656.59765625","37656.59765625","37656.59765625","60665.1484375","60665.1484375","60665.1484375","36107.80078125","36107.80078125","36107.80078125","60075.796875","60075.796875","60075.796875","35812.75","35812.75","35812.75"
"3269","60697.046875","60697.046875","60697.046875","37860.94921875","37860.94921875","37860.94921875","60744.046875","60744.046875","60744.046875","36450.69921875","36450.69921875","36450.69921875","60182.34765625","60182.34765625","60182.34765625","35520.94921875","35520.94921875","35520.94921875"
"3299","60665.44921875","60665.44921875","60665.44921875","37775.59765625","37775.59765625","37775.59765625","60461.546875","60461.546875","60461.546875","35470.30078125","35470.30078125","35470.30078125","60012.34765625","60012.34765625","60012.34765625","35662.8984375","35662.8984375","35662.8984375"
"3329","60691.34765625","60691.34765625","60691.34765625","37932.84765625","37932.84765625","37932.84765625","60640.546875","60640.546875","60640.546875","35865.34765625","35865.34765625","35865.34765625","60159.34765625","60159.34765625","60159.34765625","35849.69921875","35849.69921875","35849.69921875"
"3359","60631.69921875","60631.69921875","60631.69921875","37768","37768","37768","60637.1484375","60637.1484375","60637.1484375","36336.5","36336.5","36336.5","59976.3984375","59976.3984375","59976.3984375","35392.94921875","35392.94921875","35392.94921875"
"3389","60569.94921875","60569.94921875","60569.94921875","37677.75","37677.75","37677.75","60615.94921875","60615.94921875","60615.94921875","35632","35632","35632","60104.546875","60104.546875","60104.546875","35762.59765625","35762.59765625","35762.59765625"
"3419","60664.75","60664.75","60664.75","37853.8984375","37853.8984375","37853.8984375","60710.3984375","60710.3984375","60710.3984375","35850.30078125","35850.30078125","35850.30078125","60222.84765625","60222.84765625","60222.84765625","35681.84765625","35681.84765625","35681.84765625"
"3449","60681.94921875","60681.94921875","60681.94921875","37856.25","37856.25","37856.25","60681.75","60681.75","60681.75","36081.80078125","36081.80078125","36081.80078125","60069.75","60069.75","60069.75","35864.25","35864.25","35864.25"
"3479","60591.296875","60591.296875","60591.296875","37690.80078125","37690.80078125","37690.80078125","60733.296875","60733.296875","60733.296875","35459.94921875","35459.94921875","35459.94921875","60062","60062","60062","35503.34765625","35503.34765625","35503.34765625"
"3509","60794.69921875","60794.69921875","60794.69921875","37895.1484375","37895.1484375","37895.1484375","60868.6484375","60868.6484375","60868.6484375","36632.19921875","36632.19921875","36632.19921875","60216.69921875","60216.69921875","60216.69921875","35528.75","35528.75","35528.75"
"3539","60689.046875","60689.046875","60689.046875","37794.75","37794.75","37794.75","60580.19921875","60580.19921875","60580.19921875","36628.5","36628.5","36628.5","59912.94921875","59912.94921875","59912.94921875","35573.55078125","35573.55078125","35573.55078125"
"3569","60751.8984375","60751.8984375","60751.8984375","37940.75","37940.75","37940.75","60714.19921875","60714.19921875","60714.19921875","35186.05078125","35186.05078125","35186.05078125","60276.8984375","60276.8984375","60276.8984375","35506.30078125","35506.30078125","35506.30078125"
"3599","60734.19921875","60734.19921875","60734.19921875","37719.84765625","37719.84765625","37719.84765625","60788.59765625","60788.59765625","60788.59765625","36186.25","36186.25","36186.25","60024.19921875","60024.19921875","60024.19921875","35475.5","35475.5","35475.5"
"3629","60530.25","60530.25","60530.25","37547.84765625","37547.84765625","37547.84765625","60587.546875","60587.546875","60587.546875","36243.75","36243.75","36243.75","60028.546875","60028.546875","60028.546875","35793.3984375","35793.3984375","35793.3984375"
"3659","60744.75","60744.75","60744.75","37741.34765625","37741.34765625","37741.34765625","60797","60797","60797","36322.1484375","36322.1484375","36322.1484375","60172.94921875","60172.94921875","60172.94921875","35518.25","35518.25","35518.25"
"3689","60716.44921875","60716.44921875","60716.44921875","37876.25","37876.25","37876.25","60679.796875","60679.796875","60679.796875","35543.59765625","35543.59765625","35543.59765625","60172.94921875","60172.94921875","60172.94921875","35781.84765625","35781.84765625","35781.84765625"
"3719","60568.59765625","60568.59765625","60568.59765625","37523.19921875","37523.19921875","37523.19921875","60743.796875","60743.796875","60743.796875","36610.80078125","36610.80078125","36610.80078125","60104.59765625","60104.59765625","60104.59765625","35685.3984375","35685.3984375","35685.3984375"
"3749","60706.546875","60706.546875","60706.546875","37737.3984375","37737.3984375","37737.3984375","60799.75","60799.75","60799.75","36603.80078125","36603.80078125","36603.80078125","60209.5","60209.5","60209.5","35583.30078125","35583.30078125","35583.30078125"
"3779","60568.59765625","60568.59765625","60568.59765625","37689.25","37689.25","37689.25","60571.296875","60571.296875","60571.296875","35884.6484375","35884.6484375","35884.6484375","60137.796875","60137.796875","60137.796875","35920.19921875","35920.19921875","35920.19921875"
"3809","60702.296875","60702.296875","60702.296875","37597.94921875","37597.94921875","37597.94921875","60676","60676","60676","35866.05078125","35866.05078125","35866.05078125","59857.546875","59857.546875","59857.546875","35674.44921875","35674.44921875","35674.44921875"
"3839","60724.25","60724.25","60724.25","37900.6484375","37900.6484375","37900.6484375","60741.25","60741.25","60741.25","36292.25","36292.25","36292.25","60134.8984375","60134.8984375","60134.8984375","35590.84765625","35590.84765625","35590.84765625"
"3869","60727","60727","60727","37919.09765625","37919.09765625","37919.09765625","60745.25","60745.25","60745.25","36434.69921875","36434.69921875","36434.69921875","60071.75","60071.75","60071.75","35243.75","35243.75","35243.75"
"3899","60789.84765625","60789.84765625","60789.84765625","37830.5","37830.5","37830.5","60732.1484375","60732.1484375","60732.1484375","35730.8984375","35730.8984375","35730.8984375","60134.296875","60134.296875","60134.296875","35225.34765625","35225.34765625","35225.34765625"
"3929","60766.75","60766.75","60766.75","37794.94921875","37794.94921875","37794.94921875","60725.546875","60725.546875","60725.546875","36382.6484375","36382.6484375","36382.6484375","60153.046875","60153.046875","60153.046875","35357.1484375","35357.1484375","35357.1484375"
"3959","60735.69921875","60735.69921875","60735.69921875","37909.55078125","37909.55078125","37909.55078125","60702.44921875","60702.44921875","60702.44921875","36134.8984375","36134.8984375","36134.8984375","60097.6484375","60097.6484375","60097.6484375","35510.3984375","35510.3984375","35510.3984375"
"3989","60322.546875","60322.546875","60322.546875","37073.55078125","37073.55078125","37073.55078125","60495.8984375","60495.8984375","60495.8984375","36282.69921875","36282.69921875","36282.69921875","59837.8984375","59837.8984375","59837.8984375","35319.44921875","35319.44921875","35319.44921875"
"4019","60716.69921875","60716.69921875","60716.69921875","37825.84765625","37825.84765625","37825.84765625","60768.5","60768.5","60768.5","36083.09765625","36083.09765625","36083.09765625","60048.5","60048.5","60048.5","35575.6484375","35575.6484375","35575.6484375"
"4049","60691.44921875","60691.44921875","60691.44921875","37726.05078125","37726.05078125","37726.05078125","60472.94921875","60472.94921875","60472.94921875","35565.30078125","35565.30078125","35565.30078125","59933.84765625","59933.84765625","59933.84765625","35033.19921875","35033.19921875","35033.19921875"
"4079","60641.8984375","60641.8984375","60641.8984375","37575.6484375","37575.6484375","37575.6484375","60491.19921875","60491.19921875","60491.19921875","35732.75","35732.75","35732.75","60214.1484375","60214.1484375","60214.1484375","35151.19921875","35151.19921875","35151.19921875"
"4109","60700.69921875","60700.69921875","60700.69921875","37479.84765625","37479.84765625","37479.84765625","60601.25","60601.25","60601.25","35621","35621","35621","60075.09765625","60075.09765625","60075.09765625","35530.05078125","35530.05078125","35530.05078125"
"4139","60625.84765625","60625.84765625","60625.84765625","37369.09765625","37369.09765625","37369.09765625","60519.84765625","60519.84765625","60519.84765625","35782.6484375","35782.6484375","35782.6484375","60146.59765625","60146.59765625","60146.59765625","35135.84765625","35135.84765625","35135.84765625"
"4169","60793.94921875","60793.94921875","60793.94921875","37725.19921875","37725.19921875","37725.19921875","60739.5","60739.5","60739.5","36208.34765625","36208.34765625","36208.34765625","60291.046875","60291.046875","60291.046875","35558.59765625","35558.59765625","35558.59765625"
"4199","60730.84765625","60730.84765625","60730.84765625","37539.8984375","37539.8984375","37539.8984375","60537.84765625","60537.84765625","60537.84765625","35226.55078125","35226.55078125","35226.55078125","60061.84765625","60061.84765625","60061.84765625","35049.1484375","35049.1484375","35049.1484375"
"4229","60756","60756","60756","37757.05078125","37757.05078125","37757.05078125","60587.046875","60587.046875","60587.046875","36252.30078125","36252.30078125","36252.30078125","60078.1484375","60078.1484375","60078.1484375","35539.09765625","35539.09765625","35539.09765625"
"4259","60683.5","60683.5","60683.5","37404","37404","37404","60695.19921875","60695.19921875","60695.19921875","36883.6484375","36883.6484375","36883.6484375","60161.59765625","60161.59765625","60161.59765625","35317.44921875","35317.44921875","35317.44921875"
"4289","60578.59765625","60578.59765625","60578.59765625","37441.25","37441.25","37441.25","60462.546875","60462.546875","60462.546875","36157.80078125","36157.80078125","36157.80078125","60046.046875","60046.046875","60046.046875","35751.25","35751.25","35751.25"
"4319","60499.8984375","60499.8984375","60499.8984375","37325","37325","37325","60544.1484375","60544.1484375","60544.1484375","36646.09765625","36646.09765625","36646.09765625","59827.69921875","59827.69921875","59827.69921875","35012.1484375","35012.1484375","35012.1484375"
"4349","60745.84765625","60745.84765625","60745.84765625","37503.09765625","37503.09765625","37503.09765625","60646.84765625","60646.84765625","60646.84765625","36683.5","36683.5","36683.5","59956.75","59956.75","59956.75","35615.44921875","35615.44921875","35615.44921875"
"4379","60613.1484375","60613.1484375","60613.1484375","37532.69921875","37532.69921875","37532.69921875","60642.84765625","60642.84765625","60642.84765625","36392.3984375","36392.3984375","36392.3984375","60015.44921875","60015.44921875","60015.44921875","35911.1484375","35911.1484375","35911.1484375"
"4409","60799","60799","60799","37915.75","37915.75","37915.75","60642.94921875","60642.94921875","60642.94921875","36283.59765625","36283.59765625","36283.59765625","59997.8984375","59997.8984375","59997.8984375","35500.55078125","35500.55078125","35500.55078125"
"4439","60509","60509","60509","37438.69921875","37438.69921875","37438.69921875","60498.546875","60498.546875","60498.546875","36131.94921875","36131.94921875","36131.94921875","59712.19921875","59712.19921875","59712.19921875","35598.30078125","35598.30078125","35598.30078125"
"4469","60706.1484375","60706.1484375","60706.1484375","37396.19921875","37396.19921875","37396.19921875","60619.84765625","60619.84765625","60619.84765625","36106.05078125","36106.05078125","36106.05078125","59948.44921875","59948.44921875","59948.44921875","35121.09765625","35121.09765625","35121.09765625"
"4499","60676.94921875","60676.94921875","60676.94921875","37579.3984375","37579.3984375","37579.3984375","60507.09765625","60507.09765625","60507.09765625","36482.55078125","36482.55078125","36482.55078125","59732.44921875","59732.44921875","59732.44921875","35599.05078125","35599.05078125","35599.05078125"
"4529","60590","60590","60590","37434.30078125","37434.30078125","37434.30078125","60669.44921875","60669.44921875","60669.44921875","36510.5","36510.5","36510.5","59823.3984375","59823.3984375","59823.3984375","35503.1484375","35503.1484375","35503.1484375"
"4559","60740.6484375","60740.6484375","60740.6484375","37630.69921875","37630.69921875","37630.69921875","60681.8984375","60681.8984375","60681.8984375","36354.75","36354.75","36354.75","60040.1484375","60040.1484375","60040.1484375","35677.55078125","35677.55078125","35677.55078125"
"4589","60773.19921875","60773.19921875","60773.19921875","37729.34765625","37729.34765625","37729.34765625","60661.796875","60661.796875","60661.796875","36260.1484375","36260.1484375","36260.1484375","60032.44921875","60032.44921875","60032.44921875","35693.94921875","35693.94921875","35693.94921875"
"4619","60737.5","60737.5","60737.5","37672.55078125","37672.55078125","37672.55078125","60667.09765625","60667.09765625","60667.09765625","36644.69921875","36644.69921875","36644.69921875","60133.84765625","60133.84765625","60133.84765625","35819.80078125","35819.80078125","35819.80078125"
"4649","60703.84765625","60703.84765625","60703.84765625","37512.55078125","37512.55078125","37512.55078125","60714.1484375","60714.1484375","60714.1484375","36585.55078125","36585.55078125","36585.55078125","60034.25","60034.25","60034.25","35666.3984375","35666.3984375","35666.3984375"
"4679","60635.1484375","60635.1484375","60635.1484375","37565.8984375","37565.8984375","37565.8984375","60637.546875","60637.546875","60637.546875","36354.30078125","36354.30078125","36354.30078125","59989.94921875","59989.94921875","59989.94921875","35485.05078125","35485.05078125","35485.05078125"
