"Step","layer0_mlp_gpt2_jumprelu - losses/l0_loss","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer0_mlp_gpt2_singular_fisher - losses/l0_loss","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer10_mlp_gpt2_jumprelu - losses/l0_loss","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer10_mlp_gpt2_singular_fisher - losses/l0_loss","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer5_mlp_gpt2_jumprelu - losses/l0_loss","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer5_mlp_gpt2_singular_fisher - losses/l0_loss","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MAX"
"15209","60906.296875","60906.296875","60906.296875","32365.69921875","32365.69921875","32365.69921875","61023.94921875","61023.94921875","61023.94921875","37764.6484375","37764.6484375","37764.6484375","61087.19921875","61087.19921875","61087.19921875","34983.69921875","34983.69921875","34983.69921875"
"15239","60944.34765625","60944.34765625","60944.34765625","32639.19921875","32639.19921875","32639.19921875","60903.19921875","60903.19921875","60903.19921875","37609.34765625","37609.34765625","37609.34765625","61153.5","61153.5","61153.5","34936.34765625","34936.34765625","34936.34765625"
"15269","60896.75","60896.75","60896.75","32894.55078125","32894.55078125","32894.55078125","60938.94921875","60938.94921875","60938.94921875","37676.8984375","37676.8984375","37676.8984375","61035.546875","61035.546875","61035.546875","35430.34765625","35430.34765625","35430.34765625"
"15299","60840.34765625","60840.34765625","60840.34765625","32513.69921875","32513.69921875","32513.69921875","60935.796875","60935.796875","60935.796875","37551.44921875","37551.44921875","37551.44921875","60895","60895","60895","35005.6484375","35005.6484375","35005.6484375"
"15329","60972.796875","60972.796875","60972.796875","32821.44921875","32821.44921875","32821.44921875","60977.3984375","60977.3984375","60977.3984375","37395.6484375","37395.6484375","37395.6484375","60979.1484375","60979.1484375","60979.1484375","35042.94921875","35042.94921875","35042.94921875"
"15359","61074.44921875","61074.44921875","61074.44921875","32458.8984375","32458.8984375","32458.8984375","60958.25","60958.25","60958.25","37245.19921875","37245.19921875","37245.19921875","61192.75","61192.75","61192.75","34908.80078125","34908.80078125","34908.80078125"
"15389","60933.046875","60933.046875","60933.046875","32737.5","32737.5","32737.5","60914","60914","60914","37233.09765625","37233.09765625","37233.09765625","60967.796875","60967.796875","60967.796875","34932.44921875","34932.44921875","34932.44921875"
"15419","60919.09765625","60919.09765625","60919.09765625","32526.849609375","32526.849609375","32526.849609375","61009.94921875","61009.94921875","61009.94921875","37316.8984375","37316.8984375","37316.8984375","61179.94921875","61179.94921875","61179.94921875","34960.94921875","34960.94921875","34960.94921875"
"15449","60914.8984375","60914.8984375","60914.8984375","32533.19921875","32533.19921875","32533.19921875","61061.69921875","61061.69921875","61061.69921875","37257.94921875","37257.94921875","37257.94921875","61151.59765625","61151.59765625","61151.59765625","35028.19921875","35028.19921875","35028.19921875"
"15479","60615.8984375","60615.8984375","60615.8984375","32329.798828125","32329.798828125","32329.798828125","60995.19921875","60995.19921875","60995.19921875","37133.5","37133.5","37133.5","61107.84765625","61107.84765625","61107.84765625","34764.69921875","34764.69921875","34764.69921875"
"15509","60949.84765625","60949.84765625","60949.84765625","31003.548828125","31003.548828125","31003.548828125","60912.3984375","60912.3984375","60912.3984375","37235.84765625","37235.84765625","37235.84765625","61175.25","61175.25","61175.25","34784.8984375","34784.8984375","34784.8984375"
"15539","60866.296875","60866.296875","60866.296875","32734.69921875","32734.69921875","32734.69921875","60977.09765625","60977.09765625","60977.09765625","37404.3984375","37404.3984375","37404.3984375","61141.75","61141.75","61141.75","35167.59765625","35167.59765625","35167.59765625"
"15569","60924.8984375","60924.8984375","60924.8984375","32858","32858","32858","60779.34765625","60779.34765625","60779.34765625","37431","37431","37431","61053.546875","61053.546875","61053.546875","35211.6484375","35211.6484375","35211.6484375"
"15599","60817","60817","60817","32827.75","32827.75","32827.75","60938.546875","60938.546875","60938.546875","37706.3984375","37706.3984375","37706.3984375","61182.296875","61182.296875","61182.296875","35217.84765625","35217.84765625","35217.84765625"
"15629","61060.34765625","61060.34765625","61060.34765625","32526.25","32526.25","32526.25","61014.59765625","61014.59765625","61014.59765625","37262.19921875","37262.19921875","37262.19921875","60950.69921875","60950.69921875","60950.69921875","34996.25","34996.25","34996.25"
"15659","60758.8984375","60758.8984375","60758.8984375","32967.3984375","32967.3984375","32967.3984375","61003.1484375","61003.1484375","61003.1484375","37315.6484375","37315.6484375","37315.6484375","61008.84765625","61008.84765625","61008.84765625","35014.75","35014.75","35014.75"
"15689","60914.546875","60914.546875","60914.546875","32130.3984375","32130.3984375","32130.3984375","60936.84765625","60936.84765625","60936.84765625","37489.3984375","37489.3984375","37489.3984375","61186.59765625","61186.59765625","61186.59765625","34796.80078125","34796.80078125","34796.80078125"
"15719","61009.44921875","61009.44921875","61009.44921875","32891.80078125","32891.80078125","32891.80078125","60999.5","60999.5","60999.5","37631.69921875","37631.69921875","37631.69921875","61040.796875","61040.796875","61040.796875","35231.55078125","35231.55078125","35231.55078125"
"15749","61063.19921875","61063.19921875","61063.19921875","32811.30078125","32811.30078125","32811.30078125","61063.75","61063.75","61063.75","37465.8984375","37465.8984375","37465.8984375","61228.6484375","61228.6484375","61228.6484375","35189.25","35189.25","35189.25"
"15779","60594.3984375","60594.3984375","60594.3984375","32557.8984375","32557.8984375","32557.8984375","60930.046875","60930.046875","60930.046875","37534.3984375","37534.3984375","37534.3984375","60932.8984375","60932.8984375","60932.8984375","34993.69921875","34993.69921875","34993.69921875"
"15809","61022.84765625","61022.84765625","61022.84765625","32040.1484375","32040.1484375","32040.1484375","60839.6484375","60839.6484375","60839.6484375","37247","37247","37247","61040.94921875","61040.94921875","61040.94921875","35093.1484375","35093.1484375","35093.1484375"
"15839","60807.296875","60807.296875","60807.296875","31764.548828125","31764.548828125","31764.548828125","60942.69921875","60942.69921875","60942.69921875","37020.05078125","37020.05078125","37020.05078125","61170.8984375","61170.8984375","61170.8984375","35033.6484375","35033.6484375","35033.6484375"
"15869","60999.44921875","60999.44921875","60999.44921875","32212.5","32212.5","32212.5","61035.34765625","61035.34765625","61035.34765625","37447.55078125","37447.55078125","37447.55078125","61107.19921875","61107.19921875","61107.19921875","34929.3984375","34929.3984375","34929.3984375"
"15899","60803.59765625","60803.59765625","60803.59765625","32885.6484375","32885.6484375","32885.6484375","61005.69921875","61005.69921875","61005.69921875","37571.30078125","37571.30078125","37571.30078125","61046.69921875","61046.69921875","61046.69921875","35170.34765625","35170.34765625","35170.34765625"
"15929","60718.046875","60718.046875","60718.046875","32841.25","32841.25","32841.25","60980.796875","60980.796875","60980.796875","37616.05078125","37616.05078125","37616.05078125","61058.59765625","61058.59765625","61058.59765625","35102.19921875","35102.19921875","35102.19921875"
"15959","60790.19921875","60790.19921875","60790.19921875","32721.6484375","32721.6484375","32721.6484375","61007","61007","61007","37297.75","37297.75","37297.75","60951.44921875","60951.44921875","60951.44921875","34896.69921875","34896.69921875","34896.69921875"
"15989","60903","60903","60903","32863.69921875","32863.69921875","32863.69921875","61069","61069","61069","37653.3984375","37653.3984375","37653.3984375","60988","60988","60988","35139.59765625","35139.59765625","35139.59765625"
"16019","60638.796875","60638.796875","60638.796875","33120.3984375","33120.3984375","33120.3984375","60924.296875","60924.296875","60924.296875","37311.44921875","37311.44921875","37311.44921875","61022.546875","61022.546875","61022.546875","35213.69921875","35213.69921875","35213.69921875"
"16049","60714.6484375","60714.6484375","60714.6484375","32849.19921875","32849.19921875","32849.19921875","60945.69921875","60945.69921875","60945.69921875","37341.84765625","37341.84765625","37341.84765625","60647.296875","60647.296875","60647.296875","34823.19921875","34823.19921875","34823.19921875"
"16079","60716.6484375","60716.6484375","60716.6484375","32634.3984375","32634.3984375","32634.3984375","60946.44921875","60946.44921875","60946.44921875","37487.75","37487.75","37487.75","60990.75","60990.75","60990.75","34909.6484375","34909.6484375","34909.6484375"
"16109","60901.94921875","60901.94921875","60901.94921875","32564.94921875","32564.94921875","32564.94921875","61059.69921875","61059.69921875","61059.69921875","37259.30078125","37259.30078125","37259.30078125","61172.69921875","61172.69921875","61172.69921875","34961.8984375","34961.8984375","34961.8984375"
"16139","60913.6484375","60913.6484375","60913.6484375","32581.6484375","32581.6484375","32581.6484375","60995.84765625","60995.84765625","60995.84765625","37254.8984375","37254.8984375","37254.8984375","60979.3984375","60979.3984375","60979.3984375","34732.59765625","34732.59765625","34732.59765625"
"16169","60477.546875","60477.546875","60477.546875","32632.5","32632.5","32632.5","60987.1484375","60987.1484375","60987.1484375","37225.94921875","37225.94921875","37225.94921875","60921.09765625","60921.09765625","60921.09765625","35297.5","35297.5","35297.5"
"16199","60830.75","60830.75","60830.75","32356.599609375","32356.599609375","32356.599609375","60886.6484375","60886.6484375","60886.6484375","37484.3984375","37484.3984375","37484.3984375","61089.34765625","61089.34765625","61089.34765625","34878.5","34878.5","34878.5"
"16229","60874","60874","60874","32588.1484375","32588.1484375","32588.1484375","61048.09765625","61048.09765625","61048.09765625","37440.8984375","37440.8984375","37440.8984375","61106.796875","61106.796875","61106.796875","35172.09765625","35172.09765625","35172.09765625"
"16259","60980.19921875","60980.19921875","60980.19921875","32930.84765625","32930.84765625","32930.84765625","60997.25","60997.25","60997.25","37572.8984375","37572.8984375","37572.8984375","61040.5","61040.5","61040.5","35153.3984375","35153.3984375","35153.3984375"
"16289","61024.3984375","61024.3984375","61024.3984375","32594.69921875","32594.69921875","32594.69921875","60989.09765625","60989.09765625","60989.09765625","37529.69921875","37529.69921875","37529.69921875","61086.546875","61086.546875","61086.546875","35134","35134","35134"
"16319","60951","60951","60951","32914.34765625","32914.34765625","32914.34765625","60901.19921875","60901.19921875","60901.19921875","37284.84765625","37284.84765625","37284.84765625","61175.19921875","61175.19921875","61175.19921875","35224.30078125","35224.30078125","35224.30078125"
"16349","60824.84765625","60824.84765625","60824.84765625","32534.349609375","32534.349609375","32534.349609375","61032.94921875","61032.94921875","61032.94921875","37549.25","37549.25","37549.25","61090.796875","61090.796875","61090.796875","35144.1484375","35144.1484375","35144.1484375"
"16379","60933.84765625","60933.84765625","60933.84765625","32752.099609375","32752.099609375","32752.099609375","60845.19921875","60845.19921875","60845.19921875","37282.34765625","37282.34765625","37282.34765625","61047.69921875","61047.69921875","61047.69921875","34997.8984375","34997.8984375","34997.8984375"
"16409","61041.546875","61041.546875","61041.546875","32999.80078125","32999.80078125","32999.80078125","61007.34765625","61007.34765625","61007.34765625","37293.55078125","37293.55078125","37293.55078125","61197.8984375","61197.8984375","61197.8984375","35222.5","35222.5","35222.5"
"16439","60862.69921875","60862.69921875","60862.69921875","33128.34765625","33128.34765625","33128.34765625","61047.3984375","61047.3984375","61047.3984375","37428.44921875","37428.44921875","37428.44921875","61134.59765625","61134.59765625","61134.59765625","35049.84765625","35049.84765625","35049.84765625"
"16469","60754.1484375","60754.1484375","60754.1484375","32503.349609375","32503.349609375","32503.349609375","60954.69921875","60954.69921875","60954.69921875","37455.94921875","37455.94921875","37455.94921875","61030.19921875","61030.19921875","61030.19921875","35220.8984375","35220.8984375","35220.8984375"
"16499","60925.94921875","60925.94921875","60925.94921875","32137.548828125","32137.548828125","32137.548828125","60821.6484375","60821.6484375","60821.6484375","36996.5","36996.5","36996.5","61107.296875","61107.296875","61107.296875","34913.05078125","34913.05078125","34913.05078125"
"16529","60643.94921875","60643.94921875","60643.94921875","32305.6484375","32305.6484375","32305.6484375","60874","60874","60874","37248.6484375","37248.6484375","37248.6484375","60924","60924","60924","35356.55078125","35356.55078125","35356.55078125"
"16559","60884.296875","60884.296875","60884.296875","32974.25","32974.25","32974.25","60942.25","60942.25","60942.25","37727.5","37727.5","37727.5","60985.296875","60985.296875","60985.296875","35211.6484375","35211.6484375","35211.6484375"
"16589","60910.59765625","60910.59765625","60910.59765625","33088.19921875","33088.19921875","33088.19921875","61001.25","61001.25","61001.25","37457.80078125","37457.80078125","37457.80078125","61123.69921875","61123.69921875","61123.69921875","35341.69921875","35341.69921875","35341.69921875"
"16619","60707","60707","60707","32819.59765625","32819.59765625","32819.59765625","60933.296875","60933.296875","60933.296875","37241.1484375","37241.1484375","37241.1484375","60927.046875","60927.046875","60927.046875","35035.75","35035.75","35035.75"
"16649","60962","60962","60962","32456.599609375","32456.599609375","32456.599609375","60789.34765625","60789.34765625","60789.34765625","37409.44921875","37409.44921875","37409.44921875","60943.6484375","60943.6484375","60943.6484375","35394.5","35394.5","35394.5"
"16679","60191.5","60191.5","60191.5","32145.94921875","32145.94921875","32145.94921875","60885.3984375","60885.3984375","60885.3984375","36997.30078125","36997.30078125","36997.30078125","60750.84765625","60750.84765625","60750.84765625","34935.80078125","34935.80078125","34935.80078125"
"16709","60883.09765625","60883.09765625","60883.09765625","32723.6484375","32723.6484375","32723.6484375","61004","61004","61004","37560.05078125","37560.05078125","37560.05078125","61066.046875","61066.046875","61066.046875","35122.19921875","35122.19921875","35122.19921875"
"16739","60627.34765625","60627.34765625","60627.34765625","32854.1484375","32854.1484375","32854.1484375","60985.59765625","60985.59765625","60985.59765625","37599.3984375","37599.3984375","37599.3984375","60871.296875","60871.296875","60871.296875","35155","35155","35155"
"16769","60636.8984375","60636.8984375","60636.8984375","32849.5","32849.5","32849.5","60962.296875","60962.296875","60962.296875","37234.69921875","37234.69921875","37234.69921875","60941.5","60941.5","60941.5","35121.8984375","35121.8984375","35121.8984375"
"16799","60896.8984375","60896.8984375","60896.8984375","31829.048828125","31829.048828125","31829.048828125","61047.59765625","61047.59765625","61047.59765625","37416.94921875","37416.94921875","37416.94921875","61142.8984375","61142.8984375","61142.8984375","34849.55078125","34849.55078125","34849.55078125"
"16829","61096.6484375","61096.6484375","61096.6484375","32276.6484375","32276.6484375","32276.6484375","61110.84765625","61110.84765625","61110.84765625","37478","37478","37478","61195.19921875","61195.19921875","61195.19921875","35119.1484375","35119.1484375","35119.1484375"
"16859","61147.59765625","61147.59765625","61147.59765625","32536.94921875","32536.94921875","32536.94921875","61038.1484375","61038.1484375","61038.1484375","37489.55078125","37489.55078125","37489.55078125","61113.796875","61113.796875","61113.796875","35261.19921875","35261.19921875","35261.19921875"
"16889","60513.296875","60513.296875","60513.296875","32353.849609375","32353.849609375","32353.849609375","60881.25","60881.25","60881.25","37373.44921875","37373.44921875","37373.44921875","60919.09765625","60919.09765625","60919.09765625","34994.8984375","34994.8984375","34994.8984375"
"16919","61054.09765625","61054.09765625","61054.09765625","32022.1484375","32022.1484375","32022.1484375","60827.5","60827.5","60827.5","37477.30078125","37477.30078125","37477.30078125","61062.296875","61062.296875","61062.296875","35053.30078125","35053.30078125","35053.30078125"
"16949","60845.6484375","60845.6484375","60845.6484375","31774.6484375","31774.6484375","31774.6484375","61134.796875","61134.796875","61134.796875","37673.5","37673.5","37673.5","61167.69921875","61167.69921875","61167.69921875","35332.05078125","35332.05078125","35332.05078125"
"16979","60850.09765625","60850.09765625","60850.09765625","31748.3984375","31748.3984375","31748.3984375","61067.6484375","61067.6484375","61067.6484375","36971.1484375","36971.1484375","36971.1484375","61235.796875","61235.796875","61235.796875","35215.09765625","35215.09765625","35215.09765625"
"17009","60602.75","60602.75","60602.75","32240","32240","32240","60931.3984375","60931.3984375","60931.3984375","37107.5","37107.5","37107.5","61045.44921875","61045.44921875","61045.44921875","34983.19921875","34983.19921875","34983.19921875"
"17039","60744.09765625","60744.09765625","60744.09765625","32320.75","32320.75","32320.75","61086.59765625","61086.59765625","61086.59765625","37514.1484375","37514.1484375","37514.1484375","60919.3984375","60919.3984375","60919.3984375","35260","35260","35260"
"17069","60911.796875","60911.796875","60911.796875","32693.3984375","32693.3984375","32693.3984375","60948.19921875","60948.19921875","60948.19921875","37189.8984375","37189.8984375","37189.8984375","61195","61195","61195","35234.6484375","35234.6484375","35234.6484375"
"17099","60873.8984375","60873.8984375","60873.8984375","32446.099609375","32446.099609375","32446.099609375","60958.69921875","60958.69921875","60958.69921875","37474.09765625","37474.09765625","37474.09765625","61210.546875","61210.546875","61210.546875","35132.94921875","35132.94921875","35132.94921875"
"17129","60601.796875","60601.796875","60601.796875","32612.849609375","32612.849609375","32612.849609375","60904.19921875","60904.19921875","60904.19921875","37463.3984375","37463.3984375","37463.3984375","60861.19921875","60861.19921875","60861.19921875","35179.75","35179.75","35179.75"
"17159","60893.1484375","60893.1484375","60893.1484375","32759.19921875","32759.19921875","32759.19921875","60844.5","60844.5","60844.5","37496.5","37496.5","37496.5","61055.546875","61055.546875","61055.546875","35443.80078125","35443.80078125","35443.80078125"
"17189","60864.8984375","60864.8984375","60864.8984375","32733.19921875","32733.19921875","32733.19921875","61013.25","61013.25","61013.25","37293.69921875","37293.69921875","37293.69921875","61111.546875","61111.546875","61111.546875","35255.19921875","35255.19921875","35255.19921875"
"17219","60845.09765625","60845.09765625","60845.09765625","31710.75","31710.75","31710.75","60985.796875","60985.796875","60985.796875","37045","37045","37045","61121.5","61121.5","61121.5","35096.3984375","35096.3984375","35096.3984375"
"17249","60833.546875","60833.546875","60833.546875","32130.69921875","32130.69921875","32130.69921875","61119.8984375","61119.8984375","61119.8984375","37546.5","37546.5","37546.5","61218.6484375","61218.6484375","61218.6484375","35132.3984375","35132.3984375","35132.3984375"
"17279","60660.546875","60660.546875","60660.546875","32486.8984375","32486.8984375","32486.8984375","60897.09765625","60897.09765625","60897.09765625","37294.05078125","37294.05078125","37294.05078125","61043.09765625","61043.09765625","61043.09765625","35134.1484375","35134.1484375","35134.1484375"
"17309","60883.44921875","60883.44921875","60883.44921875","33001.55078125","33001.55078125","33001.55078125","60982.59765625","60982.59765625","60982.59765625","37393.94921875","37393.94921875","37393.94921875","60880.25","60880.25","60880.25","35044.05078125","35044.05078125","35044.05078125"
"17339","61013.3984375","61013.3984375","61013.3984375","32706.8984375","32706.8984375","32706.8984375","61082.69921875","61082.69921875","61082.69921875","37264.19921875","37264.19921875","37264.19921875","61204.94921875","61204.94921875","61204.94921875","35142.84765625","35142.84765625","35142.84765625"
"17369","60730.546875","60730.546875","60730.546875","32437.849609375","32437.849609375","32437.849609375","61050.546875","61050.546875","61050.546875","37077.80078125","37077.80078125","37077.80078125","61106.44921875","61106.44921875","61106.44921875","35226.6484375","35226.6484375","35226.6484375"
"17399","60926.75","60926.75","60926.75","32925.1484375","32925.1484375","32925.1484375","60898.69921875","60898.69921875","60898.69921875","37561.25","37561.25","37561.25","61134.296875","61134.296875","61134.296875","35439.75","35439.75","35439.75"
"17429","60931.546875","60931.546875","60931.546875","32192.6484375","32192.6484375","32192.6484375","61054.546875","61054.546875","61054.546875","37420.94921875","37420.94921875","37420.94921875","60966.796875","60966.796875","60966.796875","35139.5","35139.5","35139.5"
"17459","60963.19921875","60963.19921875","60963.19921875","31844.099609375","31844.099609375","31844.099609375","61001.94921875","61001.94921875","61001.94921875","37444.6484375","37444.6484375","37444.6484375","61140.09765625","61140.09765625","61140.09765625","35073.6484375","35073.6484375","35073.6484375"
"17489","60991.75","60991.75","60991.75","32708.298828125","32708.298828125","32708.298828125","61117.94921875","61117.94921875","61117.94921875","37660.19921875","37660.19921875","37660.19921875","61131.09765625","61131.09765625","61131.09765625","35519.69921875","35519.69921875","35519.69921875"
"17519","61057.84765625","61057.84765625","61057.84765625","32787.6484375","32787.6484375","32787.6484375","60983.5","60983.5","60983.5","37530.94921875","37530.94921875","37530.94921875","61134.296875","61134.296875","61134.296875","35241.3984375","35241.3984375","35241.3984375"
"17549","60958.546875","60958.546875","60958.546875","32983.80078125","32983.80078125","32983.80078125","61023.94921875","61023.94921875","61023.94921875","37588.44921875","37588.44921875","37588.44921875","60895.546875","60895.546875","60895.546875","35378.3984375","35378.3984375","35378.3984375"
"17579","60943.94921875","60943.94921875","60943.94921875","32994.34765625","32994.34765625","32994.34765625","61017.046875","61017.046875","61017.046875","37594.94921875","37594.94921875","37594.94921875","61088.94921875","61088.94921875","61088.94921875","35439.84765625","35439.84765625","35439.84765625"
"17609","60745.25","60745.25","60745.25","32228.548828125","32228.548828125","32228.548828125","60875.796875","60875.796875","60875.796875","37333.05078125","37333.05078125","37333.05078125","61245.69921875","61245.69921875","61245.69921875","35121.34765625","35121.34765625","35121.34765625"
"17639","61059.94921875","61059.94921875","61059.94921875","32207.94921875","32207.94921875","32207.94921875","61084.796875","61084.796875","61084.796875","37309.44921875","37309.44921875","37309.44921875","61187.34765625","61187.34765625","61187.34765625","35218.34765625","35218.34765625","35218.34765625"
"17669","60973.1484375","60973.1484375","60973.1484375","32101.6484375","32101.6484375","32101.6484375","60940.1484375","60940.1484375","60940.1484375","37411.05078125","37411.05078125","37411.05078125","61053.34765625","61053.34765625","61053.34765625","35187.05078125","35187.05078125","35187.05078125"
"17699","60669.69921875","60669.69921875","60669.69921875","32102.25","32102.25","32102.25","60997.046875","60997.046875","60997.046875","37003.59765625","37003.59765625","37003.59765625","60917.6484375","60917.6484375","60917.6484375","35079.09765625","35079.09765625","35079.09765625"
"17729","60877","60877","60877","32074.298828125","32074.298828125","32074.298828125","61010.1484375","61010.1484375","61010.1484375","37207.55078125","37207.55078125","37207.55078125","61093.69921875","61093.69921875","61093.69921875","34989.5","34989.5","34989.5"
"17759","60847.046875","60847.046875","60847.046875","32373","32373","32373","61018.546875","61018.546875","61018.546875","37361.34765625","37361.34765625","37361.34765625","61077.75","61077.75","61077.75","35174.25","35174.25","35174.25"
"17789","60679.19921875","60679.19921875","60679.19921875","32019.599609375","32019.599609375","32019.599609375","60956.09765625","60956.09765625","60956.09765625","37261.69921875","37261.69921875","37261.69921875","61015.59765625","61015.59765625","61015.59765625","35311.5","35311.5","35311.5"
"17819","60980","60980","60980","32430.548828125","32430.548828125","32430.548828125","61001.94921875","61001.94921875","61001.94921875","37110.34765625","37110.34765625","37110.34765625","61172.546875","61172.546875","61172.546875","35295.59765625","35295.59765625","35295.59765625"
"17849","60698.1484375","60698.1484375","60698.1484375","32596.599609375","32596.599609375","32596.599609375","60979.69921875","60979.69921875","60979.69921875","37322.05078125","37322.05078125","37322.05078125","61221.8984375","61221.8984375","61221.8984375","35435.05078125","35435.05078125","35435.05078125"
"17879","60772.34765625","60772.34765625","60772.34765625","32766.798828125","32766.798828125","32766.798828125","60938.09765625","60938.09765625","60938.09765625","37306.59765625","37306.59765625","37306.59765625","60970.69921875","60970.69921875","60970.69921875","35190","35190","35190"
"17909","60979.8984375","60979.8984375","60979.8984375","32492.6484375","32492.6484375","32492.6484375","60969.34765625","60969.34765625","60969.34765625","37433.80078125","37433.80078125","37433.80078125","61219.94921875","61219.94921875","61219.94921875","35171.75","35171.75","35171.75"
"17939","60957.8984375","60957.8984375","60957.8984375","32520.44921875","32520.44921875","32520.44921875","61055.84765625","61055.84765625","61055.84765625","37341.30078125","37341.30078125","37341.30078125","61177.75","61177.75","61177.75","35234.8984375","35234.8984375","35234.8984375"
"17969","60774.59765625","60774.59765625","60774.59765625","32475.798828125","32475.798828125","32475.798828125","60947.75","60947.75","60947.75","37279.19921875","37279.19921875","37279.19921875","60949.09765625","60949.09765625","60949.09765625","35185.75","35185.75","35185.75"
"17999","60805.5","60805.5","60805.5","32463.69921875","32463.69921875","32463.69921875","60859.046875","60859.046875","60859.046875","37114.3984375","37114.3984375","37114.3984375","61028.59765625","61028.59765625","61028.59765625","35192.69921875","35192.69921875","35192.69921875"
"18029","60932.1484375","60932.1484375","60932.1484375","32499.8984375","32499.8984375","32499.8984375","60914.3984375","60914.3984375","60914.3984375","37286.75","37286.75","37286.75","61206.34765625","61206.34765625","61206.34765625","35247.80078125","35247.80078125","35247.80078125"
"18059","60852.69921875","60852.69921875","60852.69921875","32528.099609375","32528.099609375","32528.099609375","60972.94921875","60972.94921875","60972.94921875","37141.8984375","37141.8984375","37141.8984375","61202.44921875","61202.44921875","61202.44921875","35095.75","35095.75","35095.75"
"18089","60695.34765625","60695.34765625","60695.34765625","32345","32345","32345","61038.84765625","61038.84765625","61038.84765625","37401.80078125","37401.80078125","37401.80078125","60985.5","60985.5","60985.5","35144.80078125","35144.80078125","35144.80078125"
"18119","60723.59765625","60723.59765625","60723.59765625","32169.44921875","32169.44921875","32169.44921875","60989.296875","60989.296875","60989.296875","37026.25","37026.25","37026.25","61046.296875","61046.296875","61046.296875","35055.30078125","35055.30078125","35055.30078125"
"18149","60821.296875","60821.296875","60821.296875","32285","32285","32285","61024.59765625","61024.59765625","61024.59765625","37160.75","37160.75","37160.75","61090.69921875","61090.69921875","61090.69921875","35267.8984375","35267.8984375","35267.8984375"
"18179","60993.19921875","60993.19921875","60993.19921875","32642.8984375","32642.8984375","32642.8984375","60922.6484375","60922.6484375","60922.6484375","37508.5","37508.5","37508.5","61128.19921875","61128.19921875","61128.19921875","35508.30078125","35508.30078125","35508.30078125"
"18209","60955.046875","60955.046875","60955.046875","32398.94921875","32398.94921875","32398.94921875","60945.25","60945.25","60945.25","37279.6484375","37279.6484375","37279.6484375","61158.75","61158.75","61158.75","35067.6484375","35067.6484375","35067.6484375"
"18239","60926.75","60926.75","60926.75","32077.849609375","32077.849609375","32077.849609375","60949.046875","60949.046875","60949.046875","37236.34765625","37236.34765625","37236.34765625","61220.3984375","61220.3984375","61220.3984375","35087.30078125","35087.30078125","35087.30078125"
"18269","60980.5","60980.5","60980.5","32662.349609375","32662.349609375","32662.349609375","60994.5","60994.5","60994.5","37268.44921875","37268.44921875","37268.44921875","61141.34765625","61141.34765625","61141.34765625","35087.44921875","35087.44921875","35087.44921875"
"18299","60951.3984375","60951.3984375","60951.3984375","32433.6484375","32433.6484375","32433.6484375","61057.796875","61057.796875","61057.796875","37133.30078125","37133.30078125","37133.30078125","61071.25","61071.25","61071.25","35245.19921875","35245.19921875","35245.19921875"
"18329","60936.296875","60936.296875","60936.296875","32828.09765625","32828.09765625","32828.09765625","61038.5","61038.5","61038.5","37519.6484375","37519.6484375","37519.6484375","61177.44921875","61177.44921875","61177.44921875","35312.55078125","35312.55078125","35312.55078125"
"18359","60053.796875","60053.796875","60053.796875","32358.25","32358.25","32358.25","60981.19921875","60981.19921875","60981.19921875","37358.25","37358.25","37358.25","60642.046875","60642.046875","60642.046875","35160.80078125","35160.80078125","35160.80078125"
"18389","60981.44921875","60981.44921875","60981.44921875","32703.099609375","32703.099609375","32703.099609375","61046.34765625","61046.34765625","61046.34765625","37428.55078125","37428.55078125","37428.55078125","61092.84765625","61092.84765625","61092.84765625","35197.1484375","35197.1484375","35197.1484375"
"18419","60989.796875","60989.796875","60989.796875","32477.19921875","32477.19921875","32477.19921875","61007.296875","61007.296875","61007.296875","37176.8984375","37176.8984375","37176.8984375","61171.296875","61171.296875","61171.296875","35276.75","35276.75","35276.75"
"18449","61008.09765625","61008.09765625","61008.09765625","32507.798828125","32507.798828125","32507.798828125","61083.19921875","61083.19921875","61083.19921875","37568.25","37568.25","37568.25","61165.09765625","61165.09765625","61165.09765625","35335.94921875","35335.94921875","35335.94921875"
"18479","60770.546875","60770.546875","60770.546875","32942.69921875","32942.69921875","32942.69921875","61030.25","61030.25","61030.25","37500.5","37500.5","37500.5","61162.25","61162.25","61162.25","35408.5","35408.5","35408.5"
"18509","60670.19921875","60670.19921875","60670.19921875","32611.69921875","32611.69921875","32611.69921875","61029.6484375","61029.6484375","61029.6484375","37621.80078125","37621.80078125","37621.80078125","60934.69921875","60934.69921875","60934.69921875","35367.44921875","35367.44921875","35367.44921875"
