"Step","layer0_mlp_gpt2_jumprelu - losses/l0_loss","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer0_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer0_mlp_gpt2_singular_fisher - losses/l0_loss","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer0_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer10_mlp_gpt2_jumprelu - losses/l0_loss","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer10_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer10_mlp_gpt2_singular_fisher - losses/l0_loss","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer10_mlp_gpt2_singular_fisher - losses/l0_loss__MAX","layer5_mlp_gpt2_jumprelu - losses/l0_loss","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MIN","layer5_mlp_gpt2_jumprelu - losses/l0_loss__MAX","layer5_mlp_gpt2_singular_fisher - losses/l0_loss","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MIN","layer5_mlp_gpt2_singular_fisher - losses/l0_loss__MAX"
"10109","60885.796875","60885.796875","60885.796875","32721.599609375","32721.599609375","32721.599609375","61033.75","61033.75","61033.75","37267.30078125","37267.30078125","37267.30078125","60917.59765625","60917.59765625","60917.59765625","34573.84765625","34573.84765625","34573.84765625"
"10139","60711.84765625","60711.84765625","60711.84765625","33379.19921875","33379.19921875","33379.19921875","60995","60995","60995","37219.19921875","37219.19921875","37219.19921875","61032.1484375","61032.1484375","61032.1484375","34564.69921875","34564.69921875","34564.69921875"
"10169","60907.44921875","60907.44921875","60907.44921875","32991.44921875","32991.44921875","32991.44921875","61051.25","61051.25","61051.25","37238.30078125","37238.30078125","37238.30078125","61111.3984375","61111.3984375","61111.3984375","34672.6484375","34672.6484375","34672.6484375"
"10199","60847.796875","60847.796875","60847.796875","32954.55078125","32954.55078125","32954.55078125","61000.1484375","61000.1484375","61000.1484375","37508.44921875","37508.44921875","37508.44921875","60773.09765625","60773.09765625","60773.09765625","34536.5","34536.5","34536.5"
"10229","60766.44921875","60766.44921875","60766.44921875","33177.05078125","33177.05078125","33177.05078125","60894.8984375","60894.8984375","60894.8984375","37598.09765625","37598.09765625","37598.09765625","60635.19921875","60635.19921875","60635.19921875","34957.84765625","34957.84765625","34957.84765625"
"10259","60988.59765625","60988.59765625","60988.59765625","33261.1484375","33261.1484375","33261.1484375","60900.94921875","60900.94921875","60900.94921875","37622.8984375","37622.8984375","37622.8984375","60957.69921875","60957.69921875","60957.69921875","34689.3984375","34689.3984375","34689.3984375"
"10289","60976.6484375","60976.6484375","60976.6484375","33393.19921875","33393.19921875","33393.19921875","60993.8984375","60993.8984375","60993.8984375","37648.1484375","37648.1484375","37648.1484375","61163.25","61163.25","61163.25","35130.75","35130.75","35130.75"
"10319","60898","60898","60898","33192.34765625","33192.34765625","33192.34765625","60998.75","60998.75","60998.75","37630.8984375","37630.8984375","37630.8984375","61073.3984375","61073.3984375","61073.3984375","35036.55078125","35036.55078125","35036.55078125"
"10349","60927.1484375","60927.1484375","60927.1484375","32917.19921875","32917.19921875","32917.19921875","60854.6484375","60854.6484375","60854.6484375","37522.1484375","37522.1484375","37522.1484375","60999","60999","60999","34940.34765625","34940.34765625","34940.34765625"
"10379","60914.75","60914.75","60914.75","32787.8984375","32787.8984375","32787.8984375","61032.6484375","61032.6484375","61032.6484375","37097.34765625","37097.34765625","37097.34765625","60941.3984375","60941.3984375","60941.3984375","34473.05078125","34473.05078125","34473.05078125"
"10409","61036","61036","61036","33298.09765625","33298.09765625","33298.09765625","60920.546875","60920.546875","60920.546875","37439.09765625","37439.09765625","37439.09765625","61159.69921875","61159.69921875","61159.69921875","35151.55078125","35151.55078125","35151.55078125"
"10439","60610.8984375","60610.8984375","60610.8984375","33233.5","33233.5","33233.5","61002.1484375","61002.1484375","61002.1484375","37211.5","37211.5","37211.5","61021.19921875","61021.19921875","61021.19921875","35114.19921875","35114.19921875","35114.19921875"
"10469","60927.8984375","60927.8984375","60927.8984375","32865.69921875","32865.69921875","32865.69921875","60795.94921875","60795.94921875","60795.94921875","36993.1484375","36993.1484375","36993.1484375","61065.046875","61065.046875","61065.046875","34843.6484375","34843.6484375","34843.6484375"
"10499","60887.94921875","60887.94921875","60887.94921875","32648.599609375","32648.599609375","32648.599609375","60978.046875","60978.046875","60978.046875","37493.75","37493.75","37493.75","61149.44921875","61149.44921875","61149.44921875","34720.44921875","34720.44921875","34720.44921875"
"10529","60893.19921875","60893.19921875","60893.19921875","33113.3984375","33113.3984375","33113.3984375","60854.94921875","60854.94921875","60854.94921875","37363.34765625","37363.34765625","37363.34765625","60985.8984375","60985.8984375","60985.8984375","34945.75","34945.75","34945.75"
"10559","60892.046875","60892.046875","60892.046875","33020.55078125","33020.55078125","33020.55078125","60984","60984","60984","37360.80078125","37360.80078125","37360.80078125","61003.6484375","61003.6484375","61003.6484375","34837.05078125","34837.05078125","34837.05078125"
"10589","60915.69921875","60915.69921875","60915.69921875","33173.75","33173.75","33173.75","61009.44921875","61009.44921875","61009.44921875","37675.80078125","37675.80078125","37675.80078125","60979.75","60979.75","60979.75","35193.5","35193.5","35193.5"
"10619","61068.19921875","61068.19921875","61068.19921875","33022.3984375","33022.3984375","33022.3984375","60969.75","60969.75","60969.75","37275.55078125","37275.55078125","37275.55078125","61184.046875","61184.046875","61184.046875","35054.30078125","35054.30078125","35054.30078125"
"10649","61026.6484375","61026.6484375","61026.6484375","33236.94921875","33236.94921875","33236.94921875","61062.046875","61062.046875","61062.046875","37491.80078125","37491.80078125","37491.80078125","61024.3984375","61024.3984375","61024.3984375","34961.05078125","34961.05078125","34961.05078125"
"10679","61003.84765625","61003.84765625","61003.84765625","33134.1484375","33134.1484375","33134.1484375","61112.69921875","61112.69921875","61112.69921875","37452.55078125","37452.55078125","37452.55078125","61159.69921875","61159.69921875","61159.69921875","34953.84765625","34953.84765625","34953.84765625"
"10709","60945.09765625","60945.09765625","60945.09765625","33288.44921875","33288.44921875","33288.44921875","60962.8984375","60962.8984375","60962.8984375","37714.1484375","37714.1484375","37714.1484375","60964.75","60964.75","60964.75","35034.09765625","35034.09765625","35034.09765625"
"10739","60799.25","60799.25","60799.25","32767.19921875","32767.19921875","32767.19921875","60990","60990","60990","37405.59765625","37405.59765625","37405.59765625","60966.44921875","60966.44921875","60966.44921875","35003.84765625","35003.84765625","35003.84765625"
"10769","60872.84765625","60872.84765625","60872.84765625","33203.25","33203.25","33203.25","60850.046875","60850.046875","60850.046875","37623.09765625","37623.09765625","37623.09765625","61051.09765625","61051.09765625","61051.09765625","35229.5","35229.5","35229.5"
"10799","60995.94921875","60995.94921875","60995.94921875","32898.19921875","32898.19921875","32898.19921875","60994.8984375","60994.8984375","60994.8984375","37553.55078125","37553.55078125","37553.55078125","61094.19921875","61094.19921875","61094.19921875","35124.80078125","35124.80078125","35124.80078125"
"10829","60950.296875","60950.296875","60950.296875","32345.1484375","32345.1484375","32345.1484375","60914","60914","60914","37505.69921875","37505.69921875","37505.69921875","60881.046875","60881.046875","60881.046875","34603.8984375","34603.8984375","34603.8984375"
"10859","61015.75","61015.75","61015.75","32959.25","32959.25","32959.25","60889.94921875","60889.94921875","60889.94921875","37187.19921875","37187.19921875","37187.19921875","61007.44921875","61007.44921875","61007.44921875","34774.69921875","34774.69921875","34774.69921875"
"10889","60788.546875","60788.546875","60788.546875","33214.94921875","33214.94921875","33214.94921875","60961.3984375","60961.3984375","60961.3984375","37662.55078125","37662.55078125","37662.55078125","60978.59765625","60978.59765625","60978.59765625","35044.1484375","35044.1484375","35044.1484375"
"10919","60896.19921875","60896.19921875","60896.19921875","33183.6484375","33183.6484375","33183.6484375","60887","60887","60887","37560.30078125","37560.30078125","37560.30078125","61071.25","61071.25","61071.25","34792.6484375","34792.6484375","34792.6484375"
"10949","60945.69921875","60945.69921875","60945.69921875","33216.30078125","33216.30078125","33216.30078125","61040.3984375","61040.3984375","61040.3984375","37637.19921875","37637.19921875","37637.19921875","61266.796875","61266.796875","61266.796875","35107.05078125","35107.05078125","35107.05078125"
"10979","60898.796875","60898.796875","60898.796875","32916.75","32916.75","32916.75","60943.796875","60943.796875","60943.796875","37259.80078125","37259.80078125","37259.80078125","61106.09765625","61106.09765625","61106.09765625","34948.34765625","34948.34765625","34948.34765625"
"11009","60898.3984375","60898.3984375","60898.3984375","33033","33033","33033","61076.5","61076.5","61076.5","37465.09765625","37465.09765625","37465.09765625","61216.94921875","61216.94921875","61216.94921875","34929.30078125","34929.30078125","34929.30078125"
"11039","60961.69921875","60961.69921875","60961.69921875","32894.5","32894.5","32894.5","60875.8984375","60875.8984375","60875.8984375","37315.75","37315.75","37315.75","60922.8984375","60922.8984375","60922.8984375","34995.44921875","34995.44921875","34995.44921875"
"11069","60844.1484375","60844.1484375","60844.1484375","32693.44921875","32693.44921875","32693.44921875","61009.046875","61009.046875","61009.046875","37522.59765625","37522.59765625","37522.59765625","61124.6484375","61124.6484375","61124.6484375","34782.94921875","34782.94921875","34782.94921875"
"11099","60886.19921875","60886.19921875","60886.19921875","32941.94921875","32941.94921875","32941.94921875","60983.75","60983.75","60983.75","36875.05078125","36875.05078125","36875.05078125","61020.1484375","61020.1484375","61020.1484375","34713.55078125","34713.55078125","34713.55078125"
"11129","61064.34765625","61064.34765625","61064.34765625","32874.5","32874.5","32874.5","61113.25","61113.25","61113.25","37542.19921875","37542.19921875","37542.19921875","60904","60904","60904","34976.94921875","34976.94921875","34976.94921875"
"11159","60833.046875","60833.046875","60833.046875","33151.19921875","33151.19921875","33151.19921875","60840.84765625","60840.84765625","60840.84765625","37047.84765625","37047.84765625","37047.84765625","60810.8984375","60810.8984375","60810.8984375","34621.5","34621.5","34621.5"
"11189","60900.796875","60900.796875","60900.796875","32609.8984375","32609.8984375","32609.8984375","60955.75","60955.75","60955.75","37429.75","37429.75","37429.75","60978.546875","60978.546875","60978.546875","34858.19921875","34858.19921875","34858.19921875"
"11219","61071.296875","61071.296875","61071.296875","33134.30078125","33134.30078125","33134.30078125","61038.75","61038.75","61038.75","37287.34765625","37287.34765625","37287.34765625","61058","61058","61058","35000.8984375","35000.8984375","35000.8984375"
"11249","61018.69921875","61018.69921875","61018.69921875","32877","32877","32877","60891.59765625","60891.59765625","60891.59765625","37295.34765625","37295.34765625","37295.34765625","60961.1484375","60961.1484375","60961.1484375","34974.59765625","34974.59765625","34974.59765625"
"11279","60747.69921875","60747.69921875","60747.69921875","33182.05078125","33182.05078125","33182.05078125","61008.09765625","61008.09765625","61008.09765625","37146.75","37146.75","37146.75","61077.046875","61077.046875","61077.046875","35193.30078125","35193.30078125","35193.30078125"
"11309","60769.046875","60769.046875","60769.046875","33098.55078125","33098.55078125","33098.55078125","60956.09765625","60956.09765625","60956.09765625","37519.8984375","37519.8984375","37519.8984375","60897.296875","60897.296875","60897.296875","34762.1484375","34762.1484375","34762.1484375"
"11339","60937.84765625","60937.84765625","60937.84765625","32565.75","32565.75","32565.75","61086.59765625","61086.59765625","61086.59765625","37516.94921875","37516.94921875","37516.94921875","60890.19921875","60890.19921875","60890.19921875","34922.1484375","34922.1484375","34922.1484375"
"11369","60998.34765625","60998.34765625","60998.34765625","33099.5","33099.5","33099.5","60946.1484375","60946.1484375","60946.1484375","37547.94921875","37547.94921875","37547.94921875","61069.5","61069.5","61069.5","35076.3984375","35076.3984375","35076.3984375"
"11399","60971.34765625","60971.34765625","60971.34765625","32863.69921875","32863.69921875","32863.69921875","61017.94921875","61017.94921875","61017.94921875","37416.09765625","37416.09765625","37416.09765625","61143.8984375","61143.8984375","61143.8984375","34663.69921875","34663.69921875","34663.69921875"
"11429","60391.94921875","60391.94921875","60391.94921875","32536.8984375","32536.8984375","32536.8984375","60979.94921875","60979.94921875","60979.94921875","37469.75","37469.75","37469.75","60894.546875","60894.546875","60894.546875","34837.30078125","34837.30078125","34837.30078125"
"11459","61054.6484375","61054.6484375","61054.6484375","32843.09765625","32843.09765625","32843.09765625","61098.046875","61098.046875","61098.046875","37605.19921875","37605.19921875","37605.19921875","60992.94921875","60992.94921875","60992.94921875","34901.1484375","34901.1484375","34901.1484375"
"11489","60825.046875","60825.046875","60825.046875","32933.94921875","32933.94921875","32933.94921875","60916.44921875","60916.44921875","60916.44921875","37045.94921875","37045.94921875","37045.94921875","60945.44921875","60945.44921875","60945.44921875","34820.8984375","34820.8984375","34820.8984375"
"11519","60969.59765625","60969.59765625","60969.59765625","32749.69921875","32749.69921875","32749.69921875","60930.6484375","60930.6484375","60930.6484375","37330.80078125","37330.80078125","37330.80078125","60886.25","60886.25","60886.25","35217.3984375","35217.3984375","35217.3984375"
"11549","60945.1484375","60945.1484375","60945.1484375","33005.05078125","33005.05078125","33005.05078125","61029.44921875","61029.44921875","61029.44921875","37505.1484375","37505.1484375","37505.1484375","61131.5","61131.5","61131.5","34620.34765625","34620.34765625","34620.34765625"
"11579","60978.59765625","60978.59765625","60978.59765625","33219.69921875","33219.69921875","33219.69921875","60982.8984375","60982.8984375","60982.8984375","37338.84765625","37338.84765625","37338.84765625","61025.5","61025.5","61025.5","35253.55078125","35253.55078125","35253.55078125"
"11609","60596.69921875","60596.69921875","60596.69921875","32425.349609375","32425.349609375","32425.349609375","61005.046875","61005.046875","61005.046875","37632.69921875","37632.69921875","37632.69921875","60818.296875","60818.296875","60818.296875","34822.80078125","34822.80078125","34822.80078125"
"11639","60668.796875","60668.796875","60668.796875","32956.6484375","32956.6484375","32956.6484375","60997.44921875","60997.44921875","60997.44921875","37483.84765625","37483.84765625","37483.84765625","60848.69921875","60848.69921875","60848.69921875","34840.19921875","34840.19921875","34840.19921875"
"11669","61012.94921875","61012.94921875","61012.94921875","32435.048828125","32435.048828125","32435.048828125","61086.296875","61086.296875","61086.296875","37247.69921875","37247.69921875","37247.69921875","61042.94921875","61042.94921875","61042.94921875","34837.30078125","34837.30078125","34837.30078125"
"11699","60919.19921875","60919.19921875","60919.19921875","32926.80078125","32926.80078125","32926.80078125","60930.84765625","60930.84765625","60930.84765625","37463","37463","37463","60919.25","60919.25","60919.25","34984.59765625","34984.59765625","34984.59765625"
"11729","60865.1484375","60865.1484375","60865.1484375","32944.8984375","32944.8984375","32944.8984375","61046.75","61046.75","61046.75","37299.19921875","37299.19921875","37299.19921875","61073.34765625","61073.34765625","61073.34765625","34747","34747","34747"
"11759","60999.19921875","60999.19921875","60999.19921875","33212.3984375","33212.3984375","33212.3984375","60887","60887","60887","37713.30078125","37713.30078125","37713.30078125","61263.296875","61263.296875","61263.296875","35255.09765625","35255.09765625","35255.09765625"
"11789","60764.75","60764.75","60764.75","33248.84765625","33248.84765625","33248.84765625","60958.25","60958.25","60958.25","37309.30078125","37309.30078125","37309.30078125","61148","61148","61148","35040.94921875","35040.94921875","35040.94921875"
"11819","60941.796875","60941.796875","60941.796875","33344.44921875","33344.44921875","33344.44921875","61012.34765625","61012.34765625","61012.34765625","37406.5","37406.5","37406.5","61015.546875","61015.546875","61015.546875","34905.05078125","34905.05078125","34905.05078125"
"11849","61046","61046","61046","33456.34765625","33456.34765625","33456.34765625","60802.5","60802.5","60802.5","37417.19921875","37417.19921875","37417.19921875","61155.75","61155.75","61155.75","35129.44921875","35129.44921875","35129.44921875"
"11879","61036.046875","61036.046875","61036.046875","32954.5","32954.5","32954.5","61006.19921875","61006.19921875","61006.19921875","37438.55078125","37438.55078125","37438.55078125","61193.1484375","61193.1484375","61193.1484375","34744.09765625","34744.09765625","34744.09765625"
"11909","61017.3984375","61017.3984375","61017.3984375","32701.3984375","32701.3984375","32701.3984375","60898.94921875","60898.94921875","60898.94921875","37296.34765625","37296.34765625","37296.34765625","61042.6484375","61042.6484375","61042.6484375","34836.5","34836.5","34836.5"
"11939","60970.796875","60970.796875","60970.796875","33194.25","33194.25","33194.25","61060.34765625","61060.34765625","61060.34765625","37550.1484375","37550.1484375","37550.1484375","61139.59765625","61139.59765625","61139.59765625","35208.69921875","35208.69921875","35208.69921875"
"11969","61004.546875","61004.546875","61004.546875","33185.05078125","33185.05078125","33185.05078125","60910.09765625","60910.09765625","60910.09765625","37753","37753","37753","61095.75","61095.75","61095.75","35193.94921875","35193.94921875","35193.94921875"
"11999","60908.046875","60908.046875","60908.046875","33350","33350","33350","60980.546875","60980.546875","60980.546875","37796.69921875","37796.69921875","37796.69921875","61040.84765625","61040.84765625","61040.84765625","34937.30078125","34937.30078125","34937.30078125"
"12029","61098.796875","61098.796875","61098.796875","32939.25","32939.25","32939.25","60984.1484375","60984.1484375","60984.1484375","37367.09765625","37367.09765625","37367.09765625","61112.6484375","61112.6484375","61112.6484375","35029.19921875","35029.19921875","35029.19921875"
"12059","61037.94921875","61037.94921875","61037.94921875","33522.94921875","33522.94921875","33522.94921875","61013.1484375","61013.1484375","61013.1484375","37487.69921875","37487.69921875","37487.69921875","60727","60727","60727","35103.55078125","35103.55078125","35103.55078125"
"12089","60596.59765625","60596.59765625","60596.59765625","32985.75","32985.75","32985.75","60997","60997","60997","37328.30078125","37328.30078125","37328.30078125","60876.046875","60876.046875","60876.046875","34873.69921875","34873.69921875","34873.69921875"
"12119","60984.25","60984.25","60984.25","33168.80078125","33168.80078125","33168.80078125","61086.84765625","61086.84765625","61086.84765625","37518.34765625","37518.34765625","37518.34765625","61093.09765625","61093.09765625","61093.09765625","34739.09765625","34739.09765625","34739.09765625"
"12149","60631.94921875","60631.94921875","60631.94921875","32778.69921875","32778.69921875","32778.69921875","60871.546875","60871.546875","60871.546875","37080.09765625","37080.09765625","37080.09765625","61008.5","61008.5","61008.5","34789.19921875","34789.19921875","34789.19921875"
"12179","60628.34765625","60628.34765625","60628.34765625","32615.69921875","32615.69921875","32615.69921875","61041.19921875","61041.19921875","61041.19921875","37284.3984375","37284.3984375","37284.3984375","61021.59765625","61021.59765625","61021.59765625","34560.80078125","34560.80078125","34560.80078125"
"12209","60911.546875","60911.546875","60911.546875","32865","32865","32865","60955.75","60955.75","60955.75","37622.25","37622.25","37622.25","60962.84765625","60962.84765625","60962.84765625","34924.69921875","34924.69921875","34924.69921875"
"12239","60980.69921875","60980.69921875","60980.69921875","33297.84765625","33297.84765625","33297.84765625","61065.34765625","61065.34765625","61065.34765625","37436.75","37436.75","37436.75","61049.1484375","61049.1484375","61049.1484375","34895.80078125","34895.80078125","34895.80078125"
"12269","61038.25","61038.25","61038.25","33188.19921875","33188.19921875","33188.19921875","61082.6484375","61082.6484375","61082.6484375","37572.1484375","37572.1484375","37572.1484375","61127.25","61127.25","61127.25","34819.44921875","34819.44921875","34819.44921875"
"12299","60259.34765625","60259.34765625","60259.34765625","32801.8984375","32801.8984375","32801.8984375","60815","60815","60815","37609.09765625","37609.09765625","37609.09765625","60726.546875","60726.546875","60726.546875","34871.59765625","34871.59765625","34871.59765625"
"12329","60939.75","60939.75","60939.75","33089.19921875","33089.19921875","33089.19921875","61047","61047","61047","37503.84765625","37503.84765625","37503.84765625","61080.1484375","61080.1484375","61080.1484375","34911.3984375","34911.3984375","34911.3984375"
"12359","61075.34765625","61075.34765625","61075.34765625","33199.3984375","33199.3984375","33199.3984375","61053","61053","61053","37331.1484375","37331.1484375","37331.1484375","61190.296875","61190.296875","61190.296875","35000.09765625","35000.09765625","35000.09765625"
"12389","60755.84765625","60755.84765625","60755.84765625","32831.8984375","32831.8984375","32831.8984375","61036.34765625","61036.34765625","61036.34765625","37644","37644","37644","60871.8984375","60871.8984375","60871.8984375","34920.1484375","34920.1484375","34920.1484375"
"12419","60973.8984375","60973.8984375","60973.8984375","32811.75","32811.75","32811.75","60916.25","60916.25","60916.25","37322.44921875","37322.44921875","37322.44921875","60990.94921875","60990.94921875","60990.94921875","34884.69921875","34884.69921875","34884.69921875"
"12449","61095.25","61095.25","61095.25","32521.75","32521.75","32521.75","60919.046875","60919.046875","60919.046875","37458.80078125","37458.80078125","37458.80078125","61127.546875","61127.546875","61127.546875","35051.05078125","35051.05078125","35051.05078125"
"12479","60864","60864","60864","33048.44921875","33048.44921875","33048.44921875","60888","60888","60888","37196.55078125","37196.55078125","37196.55078125","60747","60747","60747","34918.80078125","34918.80078125","34918.80078125"
"12509","60920.546875","60920.546875","60920.546875","33317","33317","33317","60996.59765625","60996.59765625","60996.59765625","37448.80078125","37448.80078125","37448.80078125","61122","61122","61122","35061.3984375","35061.3984375","35061.3984375"
"12539","60907.5","60907.5","60907.5","32802.5","32802.5","32802.5","61029.5","61029.5","61029.5","37724.94921875","37724.94921875","37724.94921875","61102.75","61102.75","61102.75","34789.09765625","34789.09765625","34789.09765625"
"12569","61027.34765625","61027.34765625","61027.34765625","33070.25","33070.25","33070.25","60975.546875","60975.546875","60975.546875","37486.94921875","37486.94921875","37486.94921875","61117.84765625","61117.84765625","61117.84765625","35109","35109","35109"
"12599","60691.19921875","60691.19921875","60691.19921875","33234.3984375","33234.3984375","33234.3984375","61013.3984375","61013.3984375","61013.3984375","37265.05078125","37265.05078125","37265.05078125","60786.796875","60786.796875","60786.796875","34844.1484375","34844.1484375","34844.1484375"
"12629","60885","60885","60885","33217","33217","33217","60939.5","60939.5","60939.5","37399.34765625","37399.34765625","37399.34765625","60973.59765625","60973.59765625","60973.59765625","34865.5","34865.5","34865.5"
"12659","60921.296875","60921.296875","60921.296875","32764.8984375","32764.8984375","32764.8984375","61015.046875","61015.046875","61015.046875","37233.25","37233.25","37233.25","61150.796875","61150.796875","61150.796875","34766.44921875","34766.44921875","34766.44921875"
"12689","60853.34765625","60853.34765625","60853.34765625","33178.25","33178.25","33178.25","61071.6484375","61071.6484375","61071.6484375","37559.25","37559.25","37559.25","61119.34765625","61119.34765625","61119.34765625","35144.05078125","35144.05078125","35144.05078125"
"12719","60964.44921875","60964.44921875","60964.44921875","32905.75","32905.75","32905.75","61024.84765625","61024.84765625","61024.84765625","37718.80078125","37718.80078125","37718.80078125","61138.34765625","61138.34765625","61138.34765625","35046.75","35046.75","35046.75"
"12749","60957.3984375","60957.3984375","60957.3984375","32750.048828125","32750.048828125","32750.048828125","60939.25","60939.25","60939.25","37126.8984375","37126.8984375","37126.8984375","61049.6484375","61049.6484375","61049.6484375","35082.6484375","35082.6484375","35082.6484375"
"12779","60781.94921875","60781.94921875","60781.94921875","32914.19921875","32914.19921875","32914.19921875","60865.5","60865.5","60865.5","37470.44921875","37470.44921875","37470.44921875","60957.796875","60957.796875","60957.796875","34820.6484375","34820.6484375","34820.6484375"
"12809","60848.3984375","60848.3984375","60848.3984375","32887.05078125","32887.05078125","32887.05078125","61067.046875","61067.046875","61067.046875","37358.80078125","37358.80078125","37358.80078125","61213.546875","61213.546875","61213.546875","34918.80078125","34918.80078125","34918.80078125"
"12839","60650.546875","60650.546875","60650.546875","33293.69921875","33293.69921875","33293.69921875","60949.3984375","60949.3984375","60949.3984375","37524.8984375","37524.8984375","37524.8984375","60938.84765625","60938.84765625","60938.84765625","35006.1484375","35006.1484375","35006.1484375"
"12869","60814.09765625","60814.09765625","60814.09765625","33260.19921875","33260.19921875","33260.19921875","60990.59765625","60990.59765625","60990.59765625","37568.59765625","37568.59765625","37568.59765625","61017.59765625","61017.59765625","61017.59765625","35098.44921875","35098.44921875","35098.44921875"
"12899","60990.09765625","60990.09765625","60990.09765625","33146.19921875","33146.19921875","33146.19921875","60934","60934","60934","37578.34765625","37578.34765625","37578.34765625","61141.34765625","61141.34765625","61141.34765625","34980.6484375","34980.6484375","34980.6484375"
"12929","60777.296875","60777.296875","60777.296875","33366.80078125","33366.80078125","33366.80078125","60940.796875","60940.796875","60940.796875","37667.55078125","37667.55078125","37667.55078125","61065.796875","61065.796875","61065.796875","35161","35161","35161"
"12959","60838.3984375","60838.3984375","60838.3984375","32758.298828125","32758.298828125","32758.298828125","61019.44921875","61019.44921875","61019.44921875","37170.34765625","37170.34765625","37170.34765625","60853.94921875","60853.94921875","60853.94921875","34791.8984375","34791.8984375","34791.8984375"
"12989","61011.94921875","61011.94921875","61011.94921875","32538.298828125","32538.298828125","32538.298828125","60942.09765625","60942.09765625","60942.09765625","37071.3984375","37071.3984375","37071.3984375","61176.5","61176.5","61176.5","34827.3984375","34827.3984375","34827.3984375"
"13019","60913.796875","60913.796875","60913.796875","32468.349609375","32468.349609375","32468.349609375","61103.8984375","61103.8984375","61103.8984375","37353.5","37353.5","37353.5","61139.59765625","61139.59765625","61139.59765625","34757.34765625","34757.34765625","34757.34765625"
"13049","60732.796875","60732.796875","60732.796875","33176.09765625","33176.09765625","33176.09765625","61060.1484375","61060.1484375","61060.1484375","37340.80078125","37340.80078125","37340.80078125","60894.59765625","60894.59765625","60894.59765625","34729.55078125","34729.55078125","34729.55078125"
"13079","60980.3984375","60980.3984375","60980.3984375","32255.5","32255.5","32255.5","61041.84765625","61041.84765625","61041.84765625","37435.34765625","37435.34765625","37435.34765625","61049.6484375","61049.6484375","61049.6484375","34850.75","34850.75","34850.75"
"13109","61038.19921875","61038.19921875","61038.19921875","32821.75","32821.75","32821.75","60923.6484375","60923.6484375","60923.6484375","37380.30078125","37380.30078125","37380.30078125","60825","60825","60825","34841.5","34841.5","34841.5"
"13139","61085.44921875","61085.44921875","61085.44921875","32437.798828125","32437.798828125","32437.798828125","61084.296875","61084.296875","61084.296875","37322.84765625","37322.84765625","37322.84765625","61050.046875","61050.046875","61050.046875","35023.84765625","35023.84765625","35023.84765625"
"13169","61015","61015","61015","32191.75","32191.75","32191.75","60933.6484375","60933.6484375","60933.6484375","37364.59765625","37364.59765625","37364.59765625","61098.25","61098.25","61098.25","34929.75","34929.75","34929.75"
"13199","60978","60978","60978","32914.19921875","32914.19921875","32914.19921875","61078.8984375","61078.8984375","61078.8984375","37603.44921875","37603.44921875","37603.44921875","61164.546875","61164.546875","61164.546875","34978.6484375","34978.6484375","34978.6484375"
"13229","61127.44921875","61127.44921875","61127.44921875","32873.19921875","32873.19921875","32873.19921875","61099.59765625","61099.59765625","61099.59765625","37489.8984375","37489.8984375","37489.8984375","61142.6484375","61142.6484375","61142.6484375","34800.69921875","34800.69921875","34800.69921875"
"13259","60874.69921875","60874.69921875","60874.69921875","32576.849609375","32576.849609375","32576.849609375","60806.59765625","60806.59765625","60806.59765625","37431.34765625","37431.34765625","37431.34765625","61080.25","61080.25","61080.25","35045.34765625","35045.34765625","35045.34765625"
"13289","60999.25","60999.25","60999.25","32897.84765625","32897.84765625","32897.84765625","61021.69921875","61021.69921875","61021.69921875","37357.25","37357.25","37357.25","61200.796875","61200.796875","61200.796875","35027.09765625","35027.09765625","35027.09765625"
"13319","60845.3984375","60845.3984375","60845.3984375","32491.3984375","32491.3984375","32491.3984375","61018.44921875","61018.44921875","61018.44921875","37461.6484375","37461.6484375","37461.6484375","61165.046875","61165.046875","61165.046875","34841","34841","34841"
"13349","60918.546875","60918.546875","60918.546875","32964.6484375","32964.6484375","32964.6484375","60937.25","60937.25","60937.25","37547.19921875","37547.19921875","37547.19921875","60860.1484375","60860.1484375","60860.1484375","34764.69921875","34764.69921875","34764.69921875"
"13379","60678.34765625","60678.34765625","60678.34765625","32442.25","32442.25","32442.25","60843.09765625","60843.09765625","60843.09765625","37263.44921875","37263.44921875","37263.44921875","61080.8984375","61080.8984375","61080.8984375","34997.09765625","34997.09765625","34997.09765625"
"13409","60915.44921875","60915.44921875","60915.44921875","33016.84765625","33016.84765625","33016.84765625","61020.44921875","61020.44921875","61020.44921875","37727.09765625","37727.09765625","37727.09765625","60910.25","60910.25","60910.25","35207.5","35207.5","35207.5"
"13439","60954.046875","60954.046875","60954.046875","33080.59765625","33080.59765625","33080.59765625","61051.69921875","61051.69921875","61051.69921875","37595.09765625","37595.09765625","37595.09765625","61097.3984375","61097.3984375","61097.3984375","35027.69921875","35027.69921875","35027.69921875"
