"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"11099","0.38284650444984436","0.38284650444984436","0.38284650444984436","0.2878095805644989","0.2878095805644989","0.2878095805644989","0.06813108175992966","0.06813108175992966","0.06813108175992966","0.23650404810905457","0.23650404810905457","0.23650404810905457","0.38746604323387146","0.38746604323387146","0.38746604323387146","0.0930033028125763","0.0930033028125763","0.0930033028125763"
"11129","0.6628090739250183","0.6628090739250183","0.6628090739250183","0.6665394306182861","0.6665394306182861","0.6665394306182861","0.09156562387943268","0.09156562387943268","0.09156562387943268","0.321516752243042","0.321516752243042","0.321516752243042","0.46166494488716125","0.46166494488716125","0.46166494488716125","0.1117909699678421","0.1117909699678421","0.1117909699678421"
"11159","0.22562943398952484","0.22562943398952484","0.22562943398952484","0.3037108778953552","0.3037108778953552","0.3037108778953552","0.08436963707208633","0.08436963707208633","0.08436963707208633","0.21459442377090454","0.21459442377090454","0.21459442377090454","0.3382788896560669","0.3382788896560669","0.3382788896560669","0.09357770532369614","0.09357770532369614","0.09357770532369614"
"11189","6.573153018951416","6.573153018951416","6.573153018951416","13.219865798950195","13.219865798950195","13.219865798950195","0.07420265674591064","0.07420265674591064","0.07420265674591064","1.3727712631225586","1.3727712631225586","1.3727712631225586","16.83315658569336","16.83315658569336","16.83315658569336","0.13103626668453217","0.13103626668453217","0.13103626668453217"
"11219","0.3665904104709625","0.3665904104709625","0.3665904104709625","0.3102509677410126","0.3102509677410126","0.3102509677410126","0.07739994674921036","0.07739994674921036","0.07739994674921036","0.21142689883708954","0.21142689883708954","0.21142689883708954","0.47339004278182983","0.47339004278182983","0.47339004278182983","0.090000681579113","0.090000681579113","0.090000681579113"
"11249","0.2305573672056198","0.2305573672056198","0.2305573672056198","0.39937958121299744","0.39937958121299744","0.39937958121299744","0.07853909581899643","0.07853909581899643","0.07853909581899643","0.4870622158050537","0.4870622158050537","0.4870622158050537","0.30624818801879883","0.30624818801879883","0.30624818801879883","0.09384967386722565","0.09384967386722565","0.09384967386722565"
"11279","0.6851466298103333","0.6851466298103333","0.6851466298103333","0.3935858905315399","0.3935858905315399","0.3935858905315399","0.08353224396705627","0.08353224396705627","0.08353224396705627","0.6471620202064514","0.6471620202064514","0.6471620202064514","0.617647111415863","0.617647111415863","0.617647111415863","0.10424350202083588","0.10424350202083588","0.10424350202083588"
"11309","0.6409574747085571","0.6409574747085571","0.6409574747085571","2.0766353607177734","2.0766353607177734","2.0766353607177734","0.0688781887292862","0.0688781887292862","0.0688781887292862","0.42325127124786377","0.42325127124786377","0.42325127124786377","1.908546805381775","1.908546805381775","1.908546805381775","0.11425554007291794","0.11425554007291794","0.11425554007291794"
"11339","0.452502578496933","0.452502578496933","0.452502578496933","0.2977907359600067","0.2977907359600067","0.2977907359600067","0.08346486836671829","0.08346486836671829","0.08346486836671829","0.19500571489334106","0.19500571489334106","0.19500571489334106","0.3647267818450928","0.3647267818450928","0.3647267818450928","0.14256809651851654","0.14256809651851654","0.14256809651851654"
"11369","0.24022147059440613","0.24022147059440613","0.24022147059440613","0.3950478136539459","0.3950478136539459","0.3950478136539459","0.08958344906568527","0.08958344906568527","0.08958344906568527","0.23178021609783173","0.23178021609783173","0.23178021609783173","0.3180171847343445","0.3180171847343445","0.3180171847343445","0.10442885756492615","0.10442885756492615","0.10442885756492615"
"11399","0.3183148503303528","0.3183148503303528","0.3183148503303528","0.3989517390727997","0.3989517390727997","0.3989517390727997","0.06131240725517273","0.06131240725517273","0.06131240725517273","0.28597864508628845","0.28597864508628845","0.28597864508628845","0.2814796566963196","0.2814796566963196","0.2814796566963196","0.09602855145931244","0.09602855145931244","0.09602855145931244"
"11429","5.24527645111084","5.24527645111084","5.24527645111084","13.304543495178223","13.304543495178223","13.304543495178223","0.07493548095226288","0.07493548095226288","0.07493548095226288","2.6765408515930176","2.6765408515930176","2.6765408515930176","29.672739028930664","29.672739028930664","29.672739028930664","0.10842456668615341","0.10842456668615341","0.10842456668615341"
"11459","0.2692130208015442","0.2692130208015442","0.2692130208015442","0.28526240587234497","0.28526240587234497","0.28526240587234497","0.06923595070838928","0.06923595070838928","0.06923595070838928","0.2928384840488434","0.2928384840488434","0.2928384840488434","0.6694932579994202","0.6694932579994202","0.6694932579994202","0.11122604459524155","0.11122604459524155","0.11122604459524155"
"11489","0.3451962471008301","0.3451962471008301","0.3451962471008301","0.5570031404495239","0.5570031404495239","0.5570031404495239","0.08175148069858551","0.08175148069858551","0.08175148069858551","0.38059180974960327","0.38059180974960327","0.38059180974960327","1.0780755281448364","1.0780755281448364","1.0780755281448364","0.1069580614566803","0.1069580614566803","0.1069580614566803"
"11519","0.2733006179332733","0.2733006179332733","0.2733006179332733","0.4751478433609009","0.4751478433609009","0.4751478433609009","0.07195370644330978","0.07195370644330978","0.07195370644330978","0.3166365921497345","0.3166365921497345","0.3166365921497345","0.9186393618583679","0.9186393618583679","0.9186393618583679","0.0976971760392189","0.0976971760392189","0.0976971760392189"
"11549","0.2516309916973114","0.2516309916973114","0.2516309916973114","0.449502170085907","0.449502170085907","0.449502170085907","0.06475412845611572","0.06475412845611572","0.06475412845611572","0.2211361825466156","0.2211361825466156","0.2211361825466156","0.7206860184669495","0.7206860184669495","0.7206860184669495","0.09789109975099564","0.09789109975099564","0.09789109975099564"
"11579","1.224421501159668","1.224421501159668","1.224421501159668","15.085922241210938","15.085922241210938","15.085922241210938","0.09237800538539886","0.09237800538539886","0.09237800538539886","1.4403492212295532","1.4403492212295532","1.4403492212295532","8.838227272033691","8.838227272033691","8.838227272033691","0.0859067291021347","0.0859067291021347","0.0859067291021347"
"11609","0.18427997827529907","0.18427997827529907","0.18427997827529907","0.4607155919075012","0.4607155919075012","0.4607155919075012","0.06836121529340744","0.06836121529340744","0.06836121529340744","0.2132347971200943","0.2132347971200943","0.2132347971200943","0.714337170124054","0.714337170124054","0.714337170124054","0.09172158688306808","0.09172158688306808","0.09172158688306808"
"11639","0.47751209139823914","0.47751209139823914","0.47751209139823914","3.8385133743286133","3.8385133743286133","3.8385133743286133","0.11065749824047089","0.11065749824047089","0.11065749824047089","0.403889924287796","0.403889924287796","0.403889924287796","3.083132266998291","3.083132266998291","3.083132266998291","0.09638755768537521","0.09638755768537521","0.09638755768537521"
"11669","0.2330479770898819","0.2330479770898819","0.2330479770898819","0.3806881010532379","0.3806881010532379","0.3806881010532379","0.06504223495721817","0.06504223495721817","0.06504223495721817","0.19088342785835266","0.19088342785835266","0.19088342785835266","0.41121000051498413","0.41121000051498413","0.41121000051498413","0.1353914737701416","0.1353914737701416","0.1353914737701416"
"11699","1.4643584489822388","1.4643584489822388","1.4643584489822388","3.78806471824646","3.78806471824646","3.78806471824646","0.06786739081144333","0.06786739081144333","0.06786739081144333","0.7304717898368835","0.7304717898368835","0.7304717898368835","5.35380220413208","5.35380220413208","5.35380220413208","0.1133117824792862","0.1133117824792862","0.1133117824792862"
"11729","0.2470233142375946","0.2470233142375946","0.2470233142375946","0.3355976939201355","0.3355976939201355","0.3355976939201355","0.07242454588413239","0.07242454588413239","0.07242454588413239","0.3289913833141327","0.3289913833141327","0.3289913833141327","0.4638424515724182","0.4638424515724182","0.4638424515724182","0.10323422402143478","0.10323422402143478","0.10323422402143478"
"11759","0.2778252363204956","0.2778252363204956","0.2778252363204956","0.6500067114830017","0.6500067114830017","0.6500067114830017","0.07198622822761536","0.07198622822761536","0.07198622822761536","0.2757126986980438","0.2757126986980438","0.2757126986980438","0.5390559434890747","0.5390559434890747","0.5390559434890747","0.10068553686141968","0.10068553686141968","0.10068553686141968"
"11789","0.24833880364894867","0.24833880364894867","0.24833880364894867","0.5298440456390381","0.5298440456390381","0.5298440456390381","0.05437224358320236","0.05437224358320236","0.05437224358320236","0.2180267870426178","0.2180267870426178","0.2180267870426178","0.5634992718696594","0.5634992718696594","0.5634992718696594","0.12249267101287842","0.12249267101287842","0.12249267101287842"
"11819","0.43583154678344727","0.43583154678344727","0.43583154678344727","1.0414237976074219","1.0414237976074219","1.0414237976074219","0.11825051158666611","0.11825051158666611","0.11825051158666611","0.37130409479141235","0.37130409479141235","0.37130409479141235","0.5619983673095703","0.5619983673095703","0.5619983673095703","0.10153874009847641","0.10153874009847641","0.10153874009847641"
"11849","0.15555572509765625","0.15555572509765625","0.15555572509765625","0.34233924746513367","0.34233924746513367","0.34233924746513367","0.0706901028752327","0.0706901028752327","0.0706901028752327","0.19858859479427338","0.19858859479427338","0.19858859479427338","0.4550275206565857","0.4550275206565857","0.4550275206565857","0.12639525532722473","0.12639525532722473","0.12639525532722473"
"11879","0.27998825907707214","0.27998825907707214","0.27998825907707214","0.6949180960655212","0.6949180960655212","0.6949180960655212","0.08590399473905563","0.08590399473905563","0.08590399473905563","0.8685780763626099","0.8685780763626099","0.8685780763626099","0.3080999553203583","0.3080999553203583","0.3080999553203583","0.09116169810295105","0.09116169810295105","0.09116169810295105"
"11909","1.0127809047698975","1.0127809047698975","1.0127809047698975","1.2641552686691284","1.2641552686691284","1.2641552686691284","0.09024335443973541","0.09024335443973541","0.09024335443973541","1.9415926933288574","1.9415926933288574","1.9415926933288574","1.8198046684265137","1.8198046684265137","1.8198046684265137","0.14542798697948456","0.14542798697948456","0.14542798697948456"
"11939","0.17913663387298584","0.17913663387298584","0.17913663387298584","0.2850431799888611","0.2850431799888611","0.2850431799888611","0.06463862210512161","0.06463862210512161","0.06463862210512161","0.19743306934833527","0.19743306934833527","0.19743306934833527","0.38649725914001465","0.38649725914001465","0.38649725914001465","0.08945904672145844","0.08945904672145844","0.08945904672145844"
"11969","0.2648891806602478","0.2648891806602478","0.2648891806602478","0.34365707635879517","0.34365707635879517","0.34365707635879517","0.07690773159265518","0.07690773159265518","0.07690773159265518","0.14820496737957","0.14820496737957","0.14820496737957","0.377226859331131","0.377226859331131","0.377226859331131","0.08286216855049133","0.08286216855049133","0.08286216855049133"
"11999","0.6374239325523376","0.6374239325523376","0.6374239325523376","2.434882402420044","2.434882402420044","2.434882402420044","0.07638907432556152","0.07638907432556152","0.07638907432556152","0.7174445390701294","0.7174445390701294","0.7174445390701294","3.636725664138794","3.636725664138794","3.636725664138794","0.08536557853221893","0.08536557853221893","0.08536557853221893"
"12029","0.3382047116756439","0.3382047116756439","0.3382047116756439","1.35578453540802","1.35578453540802","1.35578453540802","0.07889773696660995","0.07889773696660995","0.07889773696660995","0.4851831793785095","0.4851831793785095","0.4851831793785095","1.0654982328414917","1.0654982328414917","1.0654982328414917","0.1028914749622345","0.1028914749622345","0.1028914749622345"
"12059","0.19584739208221436","0.19584739208221436","0.19584739208221436","0.3412986695766449","0.3412986695766449","0.3412986695766449","0.08776257187128067","0.08776257187128067","0.08776257187128067","0.21491876244544983","0.21491876244544983","0.21491876244544983","0.5889484882354736","0.5889484882354736","0.5889484882354736","0.10416654497385025","0.10416654497385025","0.10416654497385025"
"12089","0.15702350437641144","0.15702350437641144","0.15702350437641144","0.2497316151857376","0.2497316151857376","0.2497316151857376","0.06276795268058777","0.06276795268058777","0.06276795268058777","0.2608230412006378","0.2608230412006378","0.2608230412006378","0.35401079058647156","0.35401079058647156","0.35401079058647156","0.11703301221132278","0.11703301221132278","0.11703301221132278"
"12119","4.349815845489502","4.349815845489502","4.349815845489502","37.91688919067383","37.91688919067383","37.91688919067383","0.09890802949666977","0.09890802949666977","0.09890802949666977","7.384474754333496","7.384474754333496","7.384474754333496","120.1187515258789","120.1187515258789","120.1187515258789","0.11026004701852798","0.11026004701852798","0.11026004701852798"
"12149","0.20590369403362274","0.20590369403362274","0.20590369403362274","0.19864755868911743","0.19864755868911743","0.19864755868911743","0.09902334958314896","0.09902334958314896","0.09902334958314896","0.3804533779621124","0.3804533779621124","0.3804533779621124","0.41348034143447876","0.41348034143447876","0.41348034143447876","0.0978788286447525","0.0978788286447525","0.0978788286447525"
"12179","0.26214686036109924","0.26214686036109924","0.26214686036109924","0.22306077182292938","0.22306077182292938","0.22306077182292938","0.07015883922576904","0.07015883922576904","0.07015883922576904","0.1976226419210434","0.1976226419210434","0.1976226419210434","0.34713974595069885","0.34713974595069885","0.34713974595069885","0.09007779508829117","0.09007779508829117","0.09007779508829117"
"12209","0.6000465750694275","0.6000465750694275","0.6000465750694275","0.941726565361023","0.941726565361023","0.941726565361023","0.08738022297620773","0.08738022297620773","0.08738022297620773","0.576657772064209","0.576657772064209","0.576657772064209","0.6620013117790222","0.6620013117790222","0.6620013117790222","0.09148013591766357","0.09148013591766357","0.09148013591766357"
"12239","1.186124563217163","1.186124563217163","1.186124563217163","1.466288685798645","1.466288685798645","1.466288685798645","0.06405876576900482","0.06405876576900482","0.06405876576900482","0.8823052644729614","0.8823052644729614","0.8823052644729614","3.365352153778076","3.365352153778076","3.365352153778076","0.12010400742292404","0.12010400742292404","0.12010400742292404"
"12269","0.2418769747018814","0.2418769747018814","0.2418769747018814","0.34524112939834595","0.34524112939834595","0.34524112939834595","0.053523387759923935","0.053523387759923935","0.053523387759923935","0.37226438522338867","0.37226438522338867","0.37226438522338867","0.44445526599884033","0.44445526599884033","0.44445526599884033","0.10133080929517746","0.10133080929517746","0.10133080929517746"
"12299","0.17707544565200806","0.17707544565200806","0.17707544565200806","0.6278715133666992","0.6278715133666992","0.6278715133666992","0.07166013866662979","0.07166013866662979","0.07166013866662979","0.3872765898704529","0.3872765898704529","0.3872765898704529","0.3834679424762726","0.3834679424762726","0.3834679424762726","0.08320176601409912","0.08320176601409912","0.08320176601409912"
"12329","0.28362032771110535","0.28362032771110535","0.28362032771110535","0.28920885920524597","0.28920885920524597","0.28920885920524597","0.08471427857875824","0.08471427857875824","0.08471427857875824","0.22516442835330963","0.22516442835330963","0.22516442835330963","0.6466294527053833","0.6466294527053833","0.6466294527053833","0.12307373434305191","0.12307373434305191","0.12307373434305191"
"12359","0.6890543699264526","0.6890543699264526","0.6890543699264526","0.9632546305656433","0.9632546305656433","0.9632546305656433","0.061701517552137375","0.061701517552137375","0.061701517552137375","0.2695833146572113","0.2695833146572113","0.2695833146572113","0.9763614535331726","0.9763614535331726","0.9763614535331726","0.09504219144582748","0.09504219144582748","0.09504219144582748"
"12389","0.4106154441833496","0.4106154441833496","0.4106154441833496","0.5819521546363831","0.5819521546363831","0.5819521546363831","0.06936816871166229","0.06936816871166229","0.06936816871166229","0.4850599467754364","0.4850599467754364","0.4850599467754364","1.4453591108322144","1.4453591108322144","1.4453591108322144","0.09226938337087631","0.09226938337087631","0.09226938337087631"
"12419","0.2118833065032959","0.2118833065032959","0.2118833065032959","0.862617015838623","0.862617015838623","0.862617015838623","0.0782894492149353","0.0782894492149353","0.0782894492149353","0.2478921264410019","0.2478921264410019","0.2478921264410019","0.6193590760231018","0.6193590760231018","0.6193590760231018","0.08163749426603317","0.08163749426603317","0.08163749426603317"
"12449","0.3682113587856293","0.3682113587856293","0.3682113587856293","1.6815730333328247","1.6815730333328247","1.6815730333328247","0.06769797950983047","0.06769797950983047","0.06769797950983047","0.32011234760284424","0.32011234760284424","0.32011234760284424","1.2261483669281006","1.2261483669281006","1.2261483669281006","0.08259139955043793","0.08259139955043793","0.08259139955043793"
"12479","2.5997862815856934","2.5997862815856934","2.5997862815856934","6.025145530700684","6.025145530700684","6.025145530700684","0.0660422146320343","0.0660422146320343","0.0660422146320343","4.571291923522949","4.571291923522949","4.571291923522949","27.25699234008789","27.25699234008789","27.25699234008789","0.10511907190084457","0.10511907190084457","0.10511907190084457"
"12509","0.6594161987304688","0.6594161987304688","0.6594161987304688","2.257474422454834","2.257474422454834","2.257474422454834","0.0901784598827362","0.0901784598827362","0.0901784598827362","1.6761078834533691","1.6761078834533691","1.6761078834533691","3.8325133323669434","3.8325133323669434","3.8325133323669434","0.10002628713846207","0.10002628713846207","0.10002628713846207"
"12539","0.37735381722450256","0.37735381722450256","0.37735381722450256","0.45260611176490784","0.45260611176490784","0.45260611176490784","0.07838670909404755","0.07838670909404755","0.07838670909404755","0.3973422050476074","0.3973422050476074","0.3973422050476074","0.41194310784339905","0.41194310784339905","0.41194310784339905","0.0964275375008583","0.0964275375008583","0.0964275375008583"
"12569","0.20397289097309113","0.20397289097309113","0.20397289097309113","0.2099880874156952","0.2099880874156952","0.2099880874156952","0.0843583270907402","0.0843583270907402","0.0843583270907402","0.1938873678445816","0.1938873678445816","0.1938873678445816","0.3200046718120575","0.3200046718120575","0.3200046718120575","0.11384865641593933","0.11384865641593933","0.11384865641593933"
"12599","0.2795073986053467","0.2795073986053467","0.2795073986053467","0.2587432563304901","0.2587432563304901","0.2587432563304901","0.09558060765266418","0.09558060765266418","0.09558060765266418","0.2709852159023285","0.2709852159023285","0.2709852159023285","0.4596751928329468","0.4596751928329468","0.4596751928329468","0.10481102764606476","0.10481102764606476","0.10481102764606476"
"12629","0.16926738619804382","0.16926738619804382","0.16926738619804382","0.37999868392944336","0.37999868392944336","0.37999868392944336","0.06618233770132065","0.06618233770132065","0.06618233770132065","0.16579276323318481","0.16579276323318481","0.16579276323318481","0.3408113420009613","0.3408113420009613","0.3408113420009613","0.10367438942193985","0.10367438942193985","0.10367438942193985"
"12659","0.3749265968799591","0.3749265968799591","0.3749265968799591","0.37375274300575256","0.37375274300575256","0.37375274300575256","0.08904257416725159","0.08904257416725159","0.08904257416725159","0.6884787678718567","0.6884787678718567","0.6884787678718567","0.6081342697143555","0.6081342697143555","0.6081342697143555","0.11259226500988007","0.11259226500988007","0.11259226500988007"
"12689","0.1549568474292755","0.1549568474292755","0.1549568474292755","0.3284933269023895","0.3284933269023895","0.3284933269023895","0.08347507566213608","0.08347507566213608","0.08347507566213608","0.16689473390579224","0.16689473390579224","0.16689473390579224","0.3746451139450073","0.3746451139450073","0.3746451139450073","0.12082795798778534","0.12082795798778534","0.12082795798778534"
"12719","0.1963953673839569","0.1963953673839569","0.1963953673839569","0.27391716837882996","0.27391716837882996","0.27391716837882996","0.05970011278986931","0.05970011278986931","0.05970011278986931","0.1345185786485672","0.1345185786485672","0.1345185786485672","0.5990030765533447","0.5990030765533447","0.5990030765533447","0.09846660494804382","0.09846660494804382","0.09846660494804382"
"12749","0.3251670002937317","0.3251670002937317","0.3251670002937317","0.4272986054420471","0.4272986054420471","0.4272986054420471","0.0659160390496254","0.0659160390496254","0.0659160390496254","0.23213593661785126","0.23213593661785126","0.23213593661785126","2.0765814781188965","2.0765814781188965","2.0765814781188965","0.11655444651842117","0.11655444651842117","0.11655444651842117"
"12779","0.42841818928718567","0.42841818928718567","0.42841818928718567","0.5801256895065308","0.5801256895065308","0.5801256895065308","0.05934672802686691","0.05934672802686691","0.05934672802686691","0.19086101651191711","0.19086101651191711","0.19086101651191711","0.41505736112594604","0.41505736112594604","0.41505736112594604","0.10453109443187714","0.10453109443187714","0.10453109443187714"
"12809","0.24722175300121307","0.24722175300121307","0.24722175300121307","0.23498310148715973","0.23498310148715973","0.23498310148715973","0.06548488140106201","0.06548488140106201","0.06548488140106201","0.15608294308185577","0.15608294308185577","0.15608294308185577","0.4900633990764618","0.4900633990764618","0.4900633990764618","0.09385446459054947","0.09385446459054947","0.09385446459054947"
"12839","0.3936416208744049","0.3936416208744049","0.3936416208744049","0.4845831096172333","0.4845831096172333","0.4845831096172333","0.06491778790950775","0.06491778790950775","0.06491778790950775","0.26205113530158997","0.26205113530158997","0.26205113530158997","0.4888385236263275","0.4888385236263275","0.4888385236263275","0.09990035742521286","0.09990035742521286","0.09990035742521286"
"12869","0.2524229884147644","0.2524229884147644","0.2524229884147644","0.5521804690361023","0.5521804690361023","0.5521804690361023","0.08421092480421066","0.08421092480421066","0.08421092480421066","0.2455420196056366","0.2455420196056366","0.2455420196056366","0.5910515189170837","0.5910515189170837","0.5910515189170837","0.11258190125226974","0.11258190125226974","0.11258190125226974"
"12899","0.22489775717258453","0.22489775717258453","0.22489775717258453","0.3067781627178192","0.3067781627178192","0.3067781627178192","0.060142386704683304","0.060142386704683304","0.060142386704683304","0.3299660086631775","0.3299660086631775","0.3299660086631775","0.3629315495491028","0.3629315495491028","0.3629315495491028","0.0909184068441391","0.0909184068441391","0.0909184068441391"
"12929","0.28940752148628235","0.28940752148628235","0.28940752148628235","0.44801345467567444","0.44801345467567444","0.44801345467567444","0.07639455795288086","0.07639455795288086","0.07639455795288086","0.4582662582397461","0.4582662582397461","0.4582662582397461","0.38008520007133484","0.38008520007133484","0.38008520007133484","0.11378530412912369","0.11378530412912369","0.11378530412912369"
"12959","0.752164363861084","0.752164363861084","0.752164363861084","9.957281112670898","9.957281112670898","9.957281112670898","0.07243552058935165","0.07243552058935165","0.07243552058935165","0.4950679540634155","0.4950679540634155","0.4950679540634155","4.8097639083862305","4.8097639083862305","4.8097639083862305","0.09458989650011063","0.09458989650011063","0.09458989650011063"
"12989","0.4145998954772949","0.4145998954772949","0.4145998954772949","0.2875363528728485","0.2875363528728485","0.2875363528728485","0.053691565990448","0.053691565990448","0.053691565990448","0.24301110208034515","0.24301110208034515","0.24301110208034515","0.37080085277557373","0.37080085277557373","0.37080085277557373","0.09388995915651321","0.09388995915651321","0.09388995915651321"
"13019","0.19412772357463837","0.19412772357463837","0.19412772357463837","0.43404796719551086","0.43404796719551086","0.43404796719551086","0.07034280896186829","0.07034280896186829","0.07034280896186829","0.26488932967185974","0.26488932967185974","0.26488932967185974","0.3636190593242645","0.3636190593242645","0.3636190593242645","0.08553068339824677","0.08553068339824677","0.08553068339824677"
"13049","0.3511561453342438","0.3511561453342438","0.3511561453342438","0.23409339785575867","0.23409339785575867","0.23409339785575867","0.09173374623060226","0.09173374623060226","0.09173374623060226","0.3945418894290924","0.3945418894290924","0.3945418894290924","0.40404853224754333","0.40404853224754333","0.40404853224754333","0.12364757061004639","0.12364757061004639","0.12364757061004639"
"13079","0.9767194986343384","0.9767194986343384","0.9767194986343384","0.5822604894638062","0.5822604894638062","0.5822604894638062","0.09802358597517014","0.09802358597517014","0.09802358597517014","0.4054386019706726","0.4054386019706726","0.4054386019706726","0.9259415864944458","0.9259415864944458","0.9259415864944458","0.09262735396623611","0.09262735396623611","0.09262735396623611"
"13109","0.3816704750061035","0.3816704750061035","0.3816704750061035","0.35867437720298767","0.35867437720298767","0.35867437720298767","0.060258325189352036","0.060258325189352036","0.060258325189352036","0.1563882976770401","0.1563882976770401","0.1563882976770401","0.4253350794315338","0.4253350794315338","0.4253350794315338","0.07901602238416672","0.07901602238416672","0.07901602238416672"
"13139","0.6432495713233948","0.6432495713233948","0.6432495713233948","3.8451030254364014","3.8451030254364014","3.8451030254364014","0.07931867241859436","0.07931867241859436","0.07931867241859436","0.9297980070114136","0.9297980070114136","0.9297980070114136","1.751831293106079","1.751831293106079","1.751831293106079","0.10522574931383133","0.10522574931383133","0.10522574931383133"
"13169","0.23104174435138702","0.23104174435138702","0.23104174435138702","0.4767226278781891","0.4767226278781891","0.4767226278781891","0.06684505939483643","0.06684505939483643","0.06684505939483643","0.32160285115242004","0.32160285115242004","0.32160285115242004","0.41411101818084717","0.41411101818084717","0.41411101818084717","0.1007687896490097","0.1007687896490097","0.1007687896490097"
"13199","0.5437154769897461","0.5437154769897461","0.5437154769897461","0.30759161710739136","0.30759161710739136","0.30759161710739136","0.06103527918457985","0.06103527918457985","0.06103527918457985","0.17553554475307465","0.17553554475307465","0.17553554475307465","0.41085556149482727","0.41085556149482727","0.41085556149482727","0.09899547696113586","0.09899547696113586","0.09899547696113586"
"13229","0.21043281257152557","0.21043281257152557","0.21043281257152557","0.555776059627533","0.555776059627533","0.555776059627533","0.0642816424369812","0.0642816424369812","0.0642816424369812","0.2523612082004547","0.2523612082004547","0.2523612082004547","0.34970396757125854","0.34970396757125854","0.34970396757125854","0.06660818308591843","0.06660818308591843","0.06660818308591843"
"13259","0.30165576934814453","0.30165576934814453","0.30165576934814453","0.6638469696044922","0.6638469696044922","0.6638469696044922","0.0679432675242424","0.0679432675242424","0.0679432675242424","0.3085237443447113","0.3085237443447113","0.3085237443447113","0.31713026762008667","0.31713026762008667","0.31713026762008667","0.11494443565607071","0.11494443565607071","0.11494443565607071"
"13289","0.2586924731731415","0.2586924731731415","0.2586924731731415","0.2232677936553955","0.2232677936553955","0.2232677936553955","0.055056169629096985","0.055056169629096985","0.055056169629096985","0.21330393850803375","0.21330393850803375","0.21330393850803375","0.2722477912902832","0.2722477912902832","0.2722477912902832","0.0947471633553505","0.0947471633553505","0.0947471633553505"
"13319","0.617655873298645","0.617655873298645","0.617655873298645","2.819103956222534","2.819103956222534","2.819103956222534","0.05761577934026718","0.05761577934026718","0.05761577934026718","0.3598406910896301","0.3598406910896301","0.3598406910896301","1.7580296993255615","1.7580296993255615","1.7580296993255615","0.07696424424648285","0.07696424424648285","0.07696424424648285"
"13349","0.2655948996543884","0.2655948996543884","0.2655948996543884","0.32065463066101074","0.32065463066101074","0.32065463066101074","0.06159279868006706","0.06159279868006706","0.06159279868006706","0.17569276690483093","0.17569276690483093","0.17569276690483093","0.39046087861061096","0.39046087861061096","0.39046087861061096","0.08660232275724411","0.08660232275724411","0.08660232275724411"
"13379","0.6032165288925171","0.6032165288925171","0.6032165288925171","0.38428229093551636","0.38428229093551636","0.38428229093551636","0.06416808068752289","0.06416808068752289","0.06416808068752289","0.43802133202552795","0.43802133202552795","0.43802133202552795","0.7840672135353088","0.7840672135353088","0.7840672135353088","0.0785473957657814","0.0785473957657814","0.0785473957657814"
"13409","0.23080427944660187","0.23080427944660187","0.23080427944660187","0.45337316393852234","0.45337316393852234","0.45337316393852234","0.08638593554496765","0.08638593554496765","0.08638593554496765","0.2217918187379837","0.2217918187379837","0.2217918187379837","0.6567789912223816","0.6567789912223816","0.6567789912223816","0.0866101086139679","0.0866101086139679","0.0866101086139679"
"13439","0.26611781120300293","0.26611781120300293","0.26611781120300293","0.987305760383606","0.987305760383606","0.987305760383606","0.07904098182916641","0.07904098182916641","0.07904098182916641","0.23226188123226166","0.23226188123226166","0.23226188123226166","0.44600847363471985","0.44600847363471985","0.44600847363471985","0.11302726715803146","0.11302726715803146","0.11302726715803146"
